enzyme,genome_name,db_name,gene_caller_id,contig,modules_with_enzyme,enzyme_definition,warnings
K01989,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1078,c_000000000033,,putative tryptophan/tyrosine transport system substrate-binding protein,
K03436,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2132,c_000000000109,,"DeoR family transcriptional regulator, fructose operon transcriptional repressor",
K03427,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2489,c_000000000208,,type I restriction enzyme M protein [EC:2.1.1.72],
K03427,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2126,c_000000000108,,type I restriction enzyme M protein [EC:2.1.1.72],
K03744,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2181,c_000000000116,,LemA protein,
K01153,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2125,c_000000000108,,"type I restriction enzyme, R subunit [EC:3.1.21.3]",
K07668,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2241,c_000000000124,,"two-component system, OmpR family, response regulator VicR",
K02909,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2184,c_000000000116,,large subunit ribosomal protein L31,
K03424,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2044,c_000000000098,,TatD DNase family protein [EC:3.1.21.-],
K07118,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2145,c_000000000111,,uncharacterized protein,
K07284,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2182,c_000000000116,,sortase A [EC:3.4.22.70],
K22212,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2098,c_000000000105,,malolactic enzyme [EC:4.1.1.101],
K02911,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,587,c_000000000014,,large subunit ribosomal protein L32,
K02864,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,761,c_000000000020,,large subunit ribosomal protein L10,
K06948,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,579,c_000000000014,,30S ribosome assembly GTPase,
K11991,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,750,c_000000000020,,tRNA(adenine34) deaminase [EC:3.5.4.33],
K05311,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,644,c_000000000016,,central glycolytic genes regulator,
K02867,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,763,c_000000000020,,large subunit ribosomal protein L11,
K00876,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,606,c_000000000014,,uridine kinase [EC:2.7.1.48],
K05275,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,552,c_000000000013,,pyridoxine 4-dehydrogenase [EC:1.1.1.65],
K02863,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,762,c_000000000020,,large subunit ribosomal protein L1,
K09936,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,524,c_000000000012,,bacterial/archaeal transporter family-2 protein,
K10254,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,550,c_000000000013,,oleate hydratase [EC:4.2.1.53],
K06191,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,752,c_000000000020,,glutaredoxin-like protein NrdH,
K06153,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,721,c_000000000019,,undecaprenyl-diphosphatase [EC:3.6.1.27],
K01358,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,642,c_000000000016,,"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",
K09710,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,583,c_000000000014,,ribosome-associated protein,
K06958,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,637,c_000000000016,,RNase adapter protein RapZ,
K03217,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1041,c_000000000031,,YidC/Oxa1 family membrane protein insertase,
K03217,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,598,c_000000000014,,YidC/Oxa1 family membrane protein insertase,
K16169,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,534,c_000000000012,,xanthine permease,
K06959,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,706,c_000000000018,,protein Tex,
K02796,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,699,c_000000000018,,mannose PTS system EIID component,
K16898,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,522,c_000000000012,,ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-],
K16899,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,523,c_000000000012,,ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-],
K05946,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,711,c_000000000018,,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187],
K02434,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,631,c_000000000015,,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7],
K02435,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,629,c_000000000015,,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7],
K03930,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,673,c_000000000017,,putative tributyrin esterase [EC:3.1.1.-],
K07015,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,578,c_000000000014,,putative phosphatase [EC:3.1.3.-],
K09762,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,639,c_000000000016,,cell division protein WhiA,
K07029,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,632,c_000000000015,,diacylglycerol kinase (ATP) [EC:2.7.1.107],
K07029,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,89,c_000000000002,,diacylglycerol kinase (ATP) [EC:2.7.1.107],
K07029,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2249,c_000000000126,,diacylglycerol kinase (ATP) [EC:2.7.1.107],
K03449,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,555,c_000000000013,,"MFS transporter, CP family, cyanate transporter",
K02794,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,701,c_000000000018,,mannose PTS system EIIAB component [EC:2.7.1.191],
K03075,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,651,c_000000000016,,preprotein translocase subunit SecG,
K07574,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,580,c_000000000014,,RNA-binding protein,
K02395,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,622,c_000000000015,,peptidoglycan hydrolase FlgJ,
K02395,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,679,c_000000000017,,peptidoglycan hydrolase FlgJ,
K07010,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,571,c_000000000013,,putative glutamine amidotransferase,
K03699,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,663,c_000000000017,,"magnesium and cobalt exporter, CNNM family",
K03664,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,654,c_000000000016,,SsrA-binding protein,
K24967,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,712,c_000000000018,,"GntR family transcriptional regulator, N-acetylglucosamine utilization regulator",
K03710,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,712,c_000000000018,,GntR family transcriptional regulator,
K01890,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,604,c_000000000014,,phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20],
K02433,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,630,c_000000000015,,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7],
K22522,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,755,c_000000000020,,cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-],
K00375,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,514,c_000000000012,,GntR family transcriptional regulator / MocR family aminotransferase,
K12573,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,653,c_000000000016,,ribonuclease R [EC:3.1.13.1],
K01889,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,603,c_000000000014,,phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20],
K03657,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,626,c_000000000015,,ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4],
K03092,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,643,c_000000000016,,RNA polymerase sigma-54 factor,
K00564,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,751,c_000000000020,,16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172],
K02825,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1232,c_000000000041,,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9],
K02825,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,532,c_000000000012,,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9],
K16924,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,544,c_000000000013,,energy-coupling factor transport system substrate-specific component,
K03281,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,650,c_000000000016,,"chloride channel protein, CIC family",
K01119,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,727,c_000000000019,,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]",
K03928,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,652,c_000000000016,,carboxylesterase [EC:3.1.1.1],
K03492,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,672,c_000000000017,,"GntR family transcriptional regulator, regulator of glucomannan utilization",
K03492,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,542,c_000000000013,,"GntR family transcriptional regulator, regulator of glucomannan utilization",
K03647,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,662,c_000000000017,,protein involved in ribonucleotide reduction,
K03095,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,705,c_000000000018,,SprT-like protein,
K01443,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,713,c_000000000018,,N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25],
K01537,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,729,c_000000000019,,P-type Ca2+ transporter type 2C [EC:7.2.2.10],
K01537,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,708,c_000000000018,,P-type Ca2+ transporter type 2C [EC:7.2.2.10],
K23518,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,720,c_000000000019,,O-acetyl-ADP-ribose deacetylase [EC:3.1.1.106],
K18940,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,593,c_000000000014,,"two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]",
K07082,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,605,c_000000000014,,peptidoglycan lytic transglycosylase G [EC:4.2.2.29],
K07040,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,586,c_000000000014,,DUF177 domain-containing protein,
K18941,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,592,c_000000000014,,"two-component system, OmpR family, response regulator ArlR",
K16013,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,616,c_000000000015,,"ATP-binding cassette, subfamily C, bacterial CydD",
K01426,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,630,c_000000000015,,amidase [EC:3.5.1.4],
K03437,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,600,c_000000000014,,"RNA methyltransferase, TrmH family",
K16012,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,617,c_000000000015,,"ATP-binding cassette, subfamily C, bacterial CydC",
K03816,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,623,c_000000000015,,xanthine phosphoribosyltransferase [EC:2.4.2.22],
K03547,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,596,c_000000000014,,DNA repair protein SbcD/Mre11,
K03547,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1183,c_000000000038,,DNA repair protein SbcD/Mre11,
K03976,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,671,c_000000000017,,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-],
K01621,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,674,c_000000000017,,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],
K03546,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,595,c_000000000014,,DNA repair protein SbcC/Rad50,
K01972,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,627,c_000000000015,,DNA ligase (NAD+) [EC:6.5.1.2],
K02935,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,760,c_000000000020,,large subunit ribosomal protein L7/L12,
K09684,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2008,c_000000000095,,"PucR family transcriptional regulator, purine catabolism regulatory protein",
K09684,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,533,c_000000000012,,"PucR family transcriptional regulator, purine catabolism regulatory protein",
K27343,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,585,c_000000000014,,tRNAmet cytidine acetate ligase [EC:6.3.1.22],
K08161,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,733,c_000000000019,,"MFS transporter, DHA1 family, multidrug resistance protein",
K08161,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,557,c_000000000013,,"MFS transporter, DHA1 family, multidrug resistance protein",
K08161,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,831,c_000000000023,,"MFS transporter, DHA1 family, multidrug resistance protein",
K06950,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,601,c_000000000014,,uncharacterized protein,
K06950,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,669,c_000000000017,,uncharacterized protein,
K06950,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,582,c_000000000014,,uncharacterized protein,
K06949,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,144,c_000000000003,,ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100],
K02246,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,216,c_000000000004,,competence protein ComGD,
K03602,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,162,c_000000000003,,exodeoxyribonuclease VII small subunit [EC:3.1.11.6],
K20391,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,233,c_000000000005,,"HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes",
K20391,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1658,c_000000000068,,"HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes",
K20391,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,2404,c_000000000159,,"HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes",
K03763,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,66,c_000000000001,,"DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]",
K05845,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,155,c_000000000003,,osmoprotectant transport system substrate-binding protein,
K05845,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1246,c_000000000042,,osmoprotectant transport system substrate-binding protein,
K01000,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,118,c_000000000002,,phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13],
K06960,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,129,c_000000000003,,uncharacterized protein,
K02245,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,215,c_000000000004,,competence protein ComGC,
K08998,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,245,c_000000000005,,uncharacterized protein,
K03601,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,163,c_000000000003,,exodeoxyribonuclease VII large subunit [EC:3.1.11.6],
K11749,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,68,c_000000000001,,regulator of sigma E protease [EC:3.4.24.-],
K05847,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1245,c_000000000042,,osmoprotectant transport system ATP-binding protein [EC:7.6.2.9],
K05847,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,157,c_000000000003,,osmoprotectant transport system ATP-binding protein [EC:7.6.2.9],
K02899,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,169,c_000000000003,,large subunit ribosomal protein L27,
K03210,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,184,c_000000000004,,preprotein translocase subunit YajC,
K05846,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,154,c_000000000003,,osmoprotectant transport system permease protein,
K05846,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,156,c_000000000003,,osmoprotectant transport system permease protein,
K05846,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1247,c_000000000042,,osmoprotectant transport system permease protein,
K03589,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,115,c_000000000002,,cell division protein FtsQ,
K03402,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,1179,c_000000000038,,transcriptional regulator of arginine metabolism,
K03402,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,159,c_000000000003,,transcriptional regulator of arginine metabolism,
K02244,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,214,c_000000000004,,competence protein ComGB,
K09117,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,15,c_000000000001,,uncharacterized protein,
K02687,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,32,c_000000000001,,ribosomal protein L11 methyltransferase [EC:2.1.1.-],
K02888,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,171,c_000000000003,,large subunit ribosomal protein L21,
K12132,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,145,c_000000000003,,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],
K02902,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,141,c_000000000003,,large subunit ribosomal protein L28,
K03177,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,51,c_000000000001,,tRNA pseudouridine55 synthase [EC:5.4.99.25],
K02519,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,61,c_000000000001,,translation initiation factor IF-2,
K01776,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,196,c_000000000004,,glutamate racemase [EC:5.1.1.3],
K02243,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,213,c_000000000004,,competence protein ComGA,
K02860,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,128,c_000000000003,,16S rRNA processing protein RimM,
K03438,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,121,c_000000000002,,16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199],
K01575,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,49,c_000000000001,,acetolactate decarboxylase [EC:4.1.1.5],
K18692,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,187,c_000000000004,,ATP-dependent RNA helicase CshB [EC:5.6.2.7],
K09748,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,65,c_000000000001,,ribosome maturation factor RimP,
K01881,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,67,c_000000000001,,prolyl-tRNA synthetase [EC:6.1.1.15],
K09761,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,31,c_000000000001,,16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193],
K02967,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,74,c_000000000001,,small subunit ribosomal protein S2,
K03106,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,131,c_000000000003,,signal recognition particle subunit SRP54 [EC:3.6.5.4],
K03110,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,133,c_000000000003,,fused signal recognition particle receptor,
K02959,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,130,c_000000000003,,small subunit ribosomal protein S16,
K03500,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,147,c_000000000003,,16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176],
K03925,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,122,c_000000000002,,transcriptional regulator MraZ,
K02346,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,185,c_000000000004,,DNA polymerase IV [EC:2.7.7.7],
K03529,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,134,c_000000000003,,chromosome segregation protein,
K09004,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,209,c_000000000004,,uncharacterized protein,
K02838,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,71,c_000000000001,,ribosome recycling factor,
K02970,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,16,c_000000000001,,small subunit ribosomal protein S21,
K01921,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,235,c_000000000005,,D-alanine-D-alanine ligase [EC:6.3.2.4],
K01925,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,117,c_000000000002,,UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9],
K09772,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,112,c_000000000002,,cell division inhibitor SepF,
K01448,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,25,c_000000000001,,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],
K01879,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,8,c_000000000001,,glycyl-tRNA synthetase beta chain [EC:6.1.1.14],
K22044,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,202,c_000000000004,,moderate conductance mechanosensitive channel,
K01892,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,24,c_000000000001,,histidyl-tRNA synthetase [EC:6.1.1.21],
K00554,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,127,c_000000000003,,tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],
K02357,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,73,c_000000000001,,elongation factor Ts,
K01139,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,29,c_000000000001,,"GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",
K02356,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,167,c_000000000003,,elongation factor P,
K03060,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,151,c_000000000003,,DNA-directed RNA polymerase subunit omega [EC:2.7.7.6],
K07560,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,28,c_000000000001,,D-aminoacyl-tRNA deacylase [EC:3.1.1.96],
K01878,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,9,c_000000000001,,glycyl-tRNA synthetase alpha chain [EC:6.1.1.14],
K09773,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,17,c_000000000001,,"[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]",
K00806,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,70,c_000000000001,,undecaprenyl diphosphate synthase [EC:2.5.1.31],
K03499,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,99,c_000000000002,,trk/ktr system potassium uptake protein,
K26745,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,58,c_000000000001,,"MFS transporter, AAHS family, multidrug transporter",
K06442,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,160,c_000000000003,,23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227],
K04043,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,46,c_000000000001,,molecular chaperone DnaK,
K03705,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,48,c_000000000001,,heat-inducible transcriptional repressor,
K05837,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,243,c_000000000005,,peptidoglycan glycosyltransferase [EC:2.4.99.28],
K03498,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,100,c_000000000002,,trk/ktr system potassium uptake protein,
K02221,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,111,c_000000000002,,YggT family protein,
K08724,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,119,c_000000000002,,penicillin-binding protein 2B,
K02600,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,64,c_000000000001,,transcription termination/antitermination protein NusA,
K01876,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,23,c_000000000001,,aspartyl-tRNA synthetase [EC:6.1.1.12],
K04066,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,149,c_000000000003,,primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4],
K00566,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,101,c_000000000002,,tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13],
K07584,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,170,c_000000000003,,uncharacterized protein,
K00604,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,148,c_000000000003,,methionyl-tRNA formyltransferase [EC:2.1.2.9],
K03655,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,138,c_000000000003,,ATP-dependent DNA helicase RecG [EC:5.6.2.4],
K02563,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,116,c_000000000002,,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],
K03086,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,6,c_000000000001,,RNA polymerase primary sigma factor,
K03087,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,6,c_000000000001,,RNA polymerase nonessential primary-like sigma factor,
K00773,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,183,c_000000000004,,queuine tRNA-ribosyltransferase [EC:2.4.2.29],
K03685,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,135,c_000000000003,,ribonuclease III [EC:3.1.26.3],
K20074,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,146,c_000000000003,,PPM family protein phosphatase [EC:3.1.3.16],
K03652,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,33,c_000000000001,,DNA-3-methyladenine glycosylase [EC:3.2.2.21],
K07742,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,63,c_000000000001,,uncharacterized protein,
K07030,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,139,c_000000000003,,fatty acid kinase [EC:2.7.2.18],
K01870,P3181_GREEN_Injera_BE,P3181_GREEN_Injera_BE,108,c_000000000002,,isoleucyl-tRNA synthetase [EC:6.1.1.5],
