locus_tag	ftype	length_bp	gene	EC_number	COG	product
BMKFACGC_01120	CDS	126				hypothetical protein
BMKFACGC_01121	CDS	1185	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
BMKFACGC_01122	CDS	657	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
BMKFACGC_01123	CDS	681				hypothetical protein
BMKFACGC_01124	CDS	2526	recD2	5.6.2.3	COG0507	ATP-dependent RecD2 DNA helicase
BMKFACGC_01125	CDS	987	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BMKFACGC_01126	CDS	693				hypothetical protein
BMKFACGC_01127	CDS	690	yxeN		COG0765	putative amino-acid permease protein YxeN
BMKFACGC_01128	CDS	879	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
BMKFACGC_01129	CDS	1488	lpa	3.5.1.138		Lipoamidase
BMKFACGC_01130	CDS	1650	dppA_6		COG4166	Dipeptide-binding protein
BMKFACGC_01131	CDS	909	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
BMKFACGC_01132	CDS	990	gpr_2	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
BMKFACGC_01133	CDS	1008	degA		COG1609	HTH-type transcriptional regulator DegA
BMKFACGC_01134	CDS	921	rbsK	2.7.1.15		Ribokinase
BMKFACGC_01135	CDS	2025	tkt_2	2.2.1.1		Transketolase
BMKFACGC_01136	CDS	891	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
BMKFACGC_01137	CDS	1050	ypuA		COG4086	putative protein YpuA
BMKFACGC_01138	CDS	1272				ISL3 family transposase ISSau8
BMKFACGC_01139	CDS	1599	yneA			Cell division suppressor protein YneA
BMKFACGC_01140	CDS	207				hypothetical protein
BMKFACGC_01141	CDS	960	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
BMKFACGC_01142	CDS	1680	rnjA	3.1.-.-	COG0595	Ribonuclease J1
BMKFACGC_01143	CDS	219	rpoY	2.7.7.6		DNA-directed RNA polymerase subunit epsilon
BMKFACGC_01144	CDS	498				hypothetical protein
BMKFACGC_01145	CDS	1026			COG2826	IS30 family transposase ISSag3
BMKFACGC_01146	CDS	561	def_1	3.5.1.88	COG0242	Peptide deformylase
BMKFACGC_01147	CDS	1116	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
BMKFACGC_01148	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
BMKFACGC_01149	CDS	1320	pdhC	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BMKFACGC_01150	CDS	1428	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
BMKFACGC_01151	CDS	909	ldh_2	1.1.1.27		L-lactate dehydrogenase
BMKFACGC_01152	CDS	282				hypothetical protein
BMKFACGC_01153	CDS	792	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
BMKFACGC_01154	CDS	1845	bipA_1	3.6.5.-	COG1217	Large ribosomal subunit assembly factor BipA
BMKFACGC_01155	CDS	1155	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
BMKFACGC_01156	CDS	288				hypothetical protein
BMKFACGC_01157	CDS	564	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BMKFACGC_01158	CDS	486	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
BMKFACGC_01159	CDS	1050	ylbL		COG3480	putative protein YlbL
BMKFACGC_01160	CDS	696				hypothetical protein
BMKFACGC_01161	CDS	480	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
BMKFACGC_01162	CDS	2268	comEC		COG0658	ComE operon protein 3
BMKFACGC_01163	CDS	1029	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
BMKFACGC_01164	CDS	531				hypothetical protein
BMKFACGC_01165	CDS	780				hypothetical protein
BMKFACGC_01166	CDS	255	rpsT		COG0268	Small ribosomal subunit protein bS20
BMKFACGC_01167	CDS	270	rpsO		COG0184	Small ribosomal subunit protein uS15
BMKFACGC_01168	CDS	1833	rnj2	3.1.-.-		Ribonuclease J 2
BMKFACGC_01169	CDS	930				hypothetical protein
BMKFACGC_01170	CDS	1191	tuf	3.6.5.3		Elongation factor Tu
BMKFACGC_01171	CDS	1311	tig	5.2.1.8	COG0544	Trigger factor
BMKFACGC_01172	CDS	1257	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
BMKFACGC_01173	CDS	594	engB		COG0218	putative GTP-binding protein EngB
BMKFACGC_01174	CDS	300				hypothetical protein
BMKFACGC_01175	CDS	189				hypothetical protein
BMKFACGC_01176	CDS	1818	uvrC		COG0322	UvrABC system protein C
BMKFACGC_01177	CDS	1296	obg	3.6.5.-	COG0536	GTPase Obg
BMKFACGC_01178	CDS	756				hypothetical protein
BMKFACGC_01179	CDS	276				hypothetical protein
BMKFACGC_01180	CDS	954	rnz	3.1.26.11	COG1234	Ribonuclease Z
BMKFACGC_01181	CDS	390				hypothetical protein
BMKFACGC_01182	CDS	2322	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
BMKFACGC_01183	CDS	519	apt	2.4.2.7		Adenine phosphoribosyltransferase
BMKFACGC_01184	CDS	456				Putative universal stress protein
BMKFACGC_01185	CDS	213				hypothetical protein
BMKFACGC_01186	CDS	288				hypothetical protein
BMKFACGC_01187	CDS	891	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
BMKFACGC_01188	CDS	399				hypothetical protein
BMKFACGC_01189	tRNA	88				tRNA-Ser(cga)
BMKFACGC_01190	CDS	192				hypothetical protein
BMKFACGC_01191	CDS	888				hypothetical protein
BMKFACGC_01192	CDS	438				hypothetical protein
BMKFACGC_01193	CDS	207				hypothetical protein
BMKFACGC_01194	CDS	465	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
BMKFACGC_01195	CDS	183				hypothetical protein
BMKFACGC_01196	CDS	663	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BMKFACGC_01197	CDS	882		2.7.4.-	COG2326	ADP-polyphosphate phosphotransferase
BMKFACGC_01198	CDS	1170	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
BMKFACGC_01199	CDS	591				hypothetical protein
BMKFACGC_01200	CDS	441				hypothetical protein
BMKFACGC_01201	CDS	630	lexA_1	3.4.21.88	COG1974	LexA repressor
BMKFACGC_01202	CDS	249				hypothetical protein
BMKFACGC_01203	CDS	225				hypothetical protein
BMKFACGC_01204	CDS	1761	yheI	7.6.2.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
BMKFACGC_01205	CDS	1794	yheH	7.6.2.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
BMKFACGC_01206	CDS	642	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
BMKFACGC_01207	CDS	747	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
BMKFACGC_01208	CDS	270				hypothetical protein
BMKFACGC_01209	CDS	1176				IS256 family transposase IS1310
BMKFACGC_01210	CDS	156				hypothetical protein
BMKFACGC_01211	CDS	999	ldhD	1.1.1.28		D-lactate/D-glycerate dehydrogenase
BMKFACGC_01212	CDS	720		3.1.3.3		Phosphoserine phosphatase
BMKFACGC_01213	CDS	804	rpsB		COG0052	Small ribosomal subunit protein uS2
BMKFACGC_01214	CDS	885	tsf		COG0264	Elongation factor Ts
BMKFACGC_01215	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
BMKFACGC_01216	CDS	558	frr			Ribosome-recycling factor
BMKFACGC_01217	CDS	423				hypothetical protein
BMKFACGC_01218	CDS	789	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
BMKFACGC_01219	CDS	792				hypothetical protein
BMKFACGC_01220	CDS	1278	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
BMKFACGC_01221	CDS	1710	proS	6.1.1.15	COG0442	Proline--tRNA ligase
BMKFACGC_01222	CDS	4338	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
BMKFACGC_01223	CDS	276				hypothetical protein
BMKFACGC_01224	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
BMKFACGC_01225	CDS	1206	nusA		COG0195	Transcription termination/antitermination protein NusA
BMKFACGC_01226	CDS	297				hypothetical protein
BMKFACGC_01227	CDS	303	rulQ		COG1358	RNA-binding protein YlxQ
BMKFACGC_01228	CDS	2343	bipA_2	3.6.5.-		Large ribosomal subunit assembly factor BipA
BMKFACGC_01229	CDS	351	rbfA		COG0858	Ribosome-binding factor A
BMKFACGC_01230	CDS	912	truB	5.4.99.25		tRNA pseudouridine synthase B
BMKFACGC_01231	CDS	948	ribCF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
BMKFACGC_01232	CDS	1038	hrcA		COG1420	Heat-inducible transcription repressor HrcA
BMKFACGC_01233	CDS	585	grpE			Protein GrpE
BMKFACGC_01234	CDS	1860	dnaK			Chaperone protein DnaK
BMKFACGC_01235	CDS	1149	dnaJ			Chaperone protein DnaJ
BMKFACGC_01236	CDS	432			COG3039	IS5 family transposase ISLpl3
BMKFACGC_01237	CDS	372			COG3039	IS5 family transposase ISLpl3
BMKFACGC_01238	CDS	150				hypothetical protein
BMKFACGC_01239	CDS	1527	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
BMKFACGC_01240	CDS	1209	dltB	2.3.1.-	COG1696	Teichoic acid D-alanyltransferase
BMKFACGC_01241	CDS	234	dltC		COG0236	D-alanyl carrier protein
BMKFACGC_01242	CDS	1290	dltD		COG3966	Protein DltD
BMKFACGC_01243	CDS	1833	lepA	3.6.5.-		Elongation factor 4
BMKFACGC_01244	CDS	1263				ISL3 family transposase ISP1
BMKFACGC_01245	CDS	1176				IS256 family transposase IS1310
BMKFACGC_01246	CDS	210				hypothetical protein
BMKFACGC_01247	CDS	360				hypothetical protein
BMKFACGC_01248	CDS	1182	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
BMKFACGC_01249	CDS	1221				hypothetical protein
BMKFACGC_01250	CDS	738				IS21 family transposase ISCbo2
BMKFACGC_01251	CDS	252				hypothetical protein
BMKFACGC_01252	CDS	108				hypothetical protein
BMKFACGC_01253	CDS	363				hypothetical protein
BMKFACGC_01254	CDS	384	mscL		COG1970	Large-conductance mechanosensitive channel
BMKFACGC_01255	CDS	318				hypothetical protein
BMKFACGC_01256	CDS	951	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
BMKFACGC_01257	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
BMKFACGC_01258	CDS	336				hypothetical protein
BMKFACGC_01259	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
BMKFACGC_01260	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BMKFACGC_01261	CDS	642	mupP	3.1.3.105		N-acetylmuramic acid 6-phosphate phosphatase
BMKFACGC_01262	CDS	867		2.7.1.-	COG3001	putative ketoamine kinase
BMKFACGC_01263	CDS	852	lytH	3.5.1.-	COG0860	putative cell wall amidase LytH
BMKFACGC_01264	CDS	531				hypothetical protein
BMKFACGC_01265	CDS	1296	hisS	6.1.1.21		Histidine--tRNA ligase
BMKFACGC_01266	CDS	1803	aspS	6.1.1.12		Aspartate--tRNA ligase
BMKFACGC_01267	CDS	531	msrA_1	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BMKFACGC_01268	CDS	876				hypothetical protein
BMKFACGC_01269	CDS	1206	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
BMKFACGC_01270	CDS	810	tagG		COG1682	Teichoic acid translocation permease protein TagG
BMKFACGC_01271	CDS	1224	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
BMKFACGC_01272	CDS	930	nfo	3.1.21.2	COG0648	putative endonuclease 4
BMKFACGC_01273	CDS	828	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
BMKFACGC_01274	CDS	189	rpsU		COG0828	Small ribosomal subunit protein bS21
BMKFACGC_01275	CDS	1029				Zinc-type alcohol dehydrogenase-like protein
BMKFACGC_01276	CDS	381	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
BMKFACGC_01277	CDS	447	yqeY		COG1610	putative protein YqeY
BMKFACGC_01278	CDS	987			COG1702	PhoH-like protein
BMKFACGC_01279	CDS	489	ybeY	3.1.-.-		Endoribonuclease YbeY
BMKFACGC_01280	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
BMKFACGC_01281	CDS	906	era		COG1159	GTPase Era
BMKFACGC_01282	CDS	783	recO		COG1381	DNA repair protein RecO
BMKFACGC_01283	CDS	924	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
BMKFACGC_01284	CDS	2076	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
BMKFACGC_01285	CDS	1839	dnaG	2.7.7.101	COG0358	DNA primase
BMKFACGC_01286	CDS	1125	sigA		COG0568	RNA polymerase sigma factor SigA
BMKFACGC_01287	CDS	507				hypothetical protein
BMKFACGC_01288	CDS	3291				hypothetical protein
BMKFACGC_01289	CDS	708	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
BMKFACGC_01290	CDS	807			COG0327	GTP cyclohydrolase 1 type 2 
BMKFACGC_01291	CDS	1242	pepT	3.4.11.4		Peptidase T
BMKFACGC_01292	CDS	2613	clpB		COG0542	Chaperone protein ClpB
BMKFACGC_01293	CDS	3366	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
BMKFACGC_01294	CDS	729	tal	2.2.1.2	COG0176	Transaldolase
BMKFACGC_01295	CDS	1758	pyk	2.7.1.40		Pyruvate kinase
BMKFACGC_01296	CDS	882	cvfB			Conserved virulence factor B
BMKFACGC_01297	CDS	897	xerD			Tyrosine recombinase XerD
BMKFACGC_01298	CDS	396	ribT	2.3.1.-	COG0456	Protein RibT
BMKFACGC_01299	CDS	789	scpA_2		COG1354	Segregation and condensation protein A
BMKFACGC_01300	CDS	603	scpB		COG1386	Segregation and condensation protein B
BMKFACGC_01301	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
BMKFACGC_01302	CDS	582	ribU		COG3601	Riboflavin transporter RibU
BMKFACGC_01303	CDS	1035				hypothetical protein
BMKFACGC_01304	CDS	1422	recS	5.6.2.4	COG0514	putative ATP-dependent DNA helicase RecS
BMKFACGC_01305	CDS	615				hypothetical protein
BMKFACGC_01306	CDS	681	cmk	2.7.4.25	COG0283	Cytidylate kinase
BMKFACGC_01307	CDS	1305	rps1		COG0539	Small ribosomal subunit protein bS1
BMKFACGC_01308	CDS	1308	der		COG1160	GTPase Der
BMKFACGC_01309	CDS	276	hup			DNA-binding protein HU
BMKFACGC_01310	CDS	1260	ypiA		COG0457	TPR repeat-containing protein YpiA
BMKFACGC_01311	CDS	939				hypothetical protein
BMKFACGC_01312	CDS	1194	cca	2.7.7.72		CCA-adding enzyme
BMKFACGC_01313	CDS	1893	ettA_1	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
BMKFACGC_01314	CDS	951	thyA	2.1.1.45	COG0207	Thymidylate synthase
BMKFACGC_01315	CDS	492	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
BMKFACGC_01316	CDS	642				hypothetical protein
BMKFACGC_01317	CDS	852			COG1307	DegV domain-containing protein
BMKFACGC_01318	CDS	921				hypothetical protein
BMKFACGC_01319	CDS	600				hypothetical protein
BMKFACGC_01320	CDS	222				hypothetical protein
BMKFACGC_01321	CDS	696				hypothetical protein
BMKFACGC_01322	CDS	204				hypothetical protein
BMKFACGC_01323	CDS	468				hypothetical protein
BMKFACGC_01324	CDS	492	cinA_2		COG1058	Putative competence-damage inducible protein
BMKFACGC_01325	CDS	90				hypothetical protein
BMKFACGC_01326	CDS	672				hypothetical protein
BMKFACGC_01327	CDS	921			COG2826	IS30 family transposase ISLsa1
BMKFACGC_01328	CDS	438				hypothetical protein
BMKFACGC_01329	CDS	1176				IS256 family transposase IS1310
BMKFACGC_01330	CDS	825	nudC	3.6.1.22		NAD-capped RNA hydrolase NudC
BMKFACGC_01331	CDS	231				hypothetical protein
BMKFACGC_01332	CDS	861				hypothetical protein
BMKFACGC_01333	CDS	2997	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
BMKFACGC_01334	CDS	702				IS1182 family transposase ISP2
BMKFACGC_01335	CDS	1017				hypothetical protein
BMKFACGC_01336	CDS	861	rbgA		COG1161	Ribosome biogenesis GTPase A
BMKFACGC_01337	CDS	804	rnhB	3.1.26.4	COG0164	Ribonuclease HII
BMKFACGC_01338	CDS	1263				ISL3 family transposase ISP1
BMKFACGC_01339	CDS	930				hypothetical protein
BMKFACGC_01340	CDS	2115	topA	5.6.2.1	COG0550	DNA topoisomerase 1
BMKFACGC_01341	CDS	936	xerC_4		COG4974	Tyrosine recombinase XerC
BMKFACGC_01342	CDS	543	hslV	3.4.25.2		ATP-dependent protease subunit HslV
BMKFACGC_01343	CDS	1431	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
BMKFACGC_01344	CDS	873	lacX_2			Protein LacX, plasmid
BMKFACGC_01345	CDS	624	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
BMKFACGC_01346	CDS	1968	parE			DNA topoisomerase IV subunit B ParE
BMKFACGC_01347	CDS	2448	parC			DNA topoisomerase IV subunit A ParC
BMKFACGC_01348	CDS	966	hdfR_1			HTH-type transcriptional regulator HdfR
BMKFACGC_01349	CDS	930	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
BMKFACGC_01350	CDS	591				hypothetical protein
BMKFACGC_01351	CDS	372			COG3039	IS5 family transposase ISLpl3
BMKFACGC_01352	CDS	432			COG3039	IS5 family transposase ISLpl3
BMKFACGC_01353	CDS	921			COG2826	IS30 family transposase ISLsa1
BMKFACGC_01354	CDS	444	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
BMKFACGC_01355	CDS	534	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BMKFACGC_01356	CDS	441				hypothetical protein
BMKFACGC_01357	CDS	1065	xerS		COG4974	Tyrosine recombinase XerS
BMKFACGC_01358	CDS	555				hypothetical protein
BMKFACGC_01359	CDS	1275				hypothetical protein
BMKFACGC_01360	CDS	345				hypothetical protein
BMKFACGC_01361	CDS	492				hypothetical protein
BMKFACGC_01362	CDS	576				hypothetical protein
BMKFACGC_01363	CDS	930			COG2826	IS30 family transposase ISLpl1
BMKFACGC_01364	CDS	744		1.-.-.-		putative oxidoreductase
BMKFACGC_01365	CDS	906	hdfR_2			HTH-type transcriptional regulator HdfR
BMKFACGC_01366	CDS	852	hcaR		COG0583	Hca operon transcriptional activator HcaR
BMKFACGC_01367	CDS	738		1.-.-.-		putative oxidoreductase
BMKFACGC_01368	CDS	219				hypothetical protein
BMKFACGC_01369	CDS	798				hypothetical protein
BMKFACGC_01370	CDS	813	kdsr_2	1.1.1.102	COG4221	3-ketodihydrosphingosine reductase
BMKFACGC_01371	CDS	711	ubiE	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
BMKFACGC_01372	CDS	570				hypothetical protein
BMKFACGC_01373	CDS	546				hypothetical protein
BMKFACGC_01374	CDS	738				hypothetical protein
BMKFACGC_01375	CDS	738	lvr	1.1.1.-		Levodione reductase
BMKFACGC_01376	CDS	519				hypothetical protein
BMKFACGC_01377	CDS	948				hypothetical protein
BMKFACGC_01378	CDS	945	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
BMKFACGC_01379	CDS	804	brlR			Transcriptional regulator BrlR
BMKFACGC_01380	CDS	651	nth_2	4.2.99.18	COG0177	Endonuclease III
BMKFACGC_01381	CDS	507				hypothetical protein
BMKFACGC_01382	CDS	510				hypothetical protein
BMKFACGC_01383	CDS	438				hypothetical protein
BMKFACGC_01384	CDS	534	folT		COG4720	Folate transporter FolT
BMKFACGC_01385	CDS	867	degV_3		COG1307	Protein DegV
BMKFACGC_01386	CDS	1056				hypothetical protein
BMKFACGC_01387	CDS	225				hypothetical protein
BMKFACGC_01388	CDS	1014				hypothetical protein
BMKFACGC_01389	CDS	429				hypothetical protein
BMKFACGC_01390	CDS	1707	rqcH		COG1293	Rqc2 RqcH
BMKFACGC_01391	CDS	2577	purT	6.3.1.21		Formate-dependent phosphoribosylglycinamide formyltransferase
BMKFACGC_01392	CDS	1077	pyrAA	6.3.5.5	COG0505	Carbamoyl phosphate synthase pyrimidine-specific small chain
BMKFACGC_01393	CDS	534	pyrR			Bifunctional protein pyrR
BMKFACGC_01394	CDS	924	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
BMKFACGC_01395	CDS	525	lspA	3.4.23.36		Lipoprotein signal peptidase
BMKFACGC_01396	CDS	1656	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
BMKFACGC_01397	CDS	420				hypothetical protein
BMKFACGC_01398	CDS	405	rnhA_1		COG0328	14.7 kDa ribonuclease H-like protein
BMKFACGC_01399	CDS	1125	thiO	1.4.3.19	COG0665	Glycine oxidase
BMKFACGC_01400	CDS	603				hypothetical protein
BMKFACGC_01401	CDS	525	slmA			Nucleoid occlusion factor SlmA
BMKFACGC_01402	CDS	672				hypothetical protein
BMKFACGC_01403	CDS	351				hypothetical protein
BMKFACGC_01404	CDS	543				hypothetical protein
BMKFACGC_01405	CDS	201				hypothetical protein
BMKFACGC_01406	CDS	1350	amt		COG0004	Ammonium transporter
BMKFACGC_01407	CDS	381				hypothetical protein
BMKFACGC_01408	CDS	1143	ypsC	2.1.1.-	COG0116	Putative RNA methyltransferase YpsC
BMKFACGC_01409	CDS	126				hypothetical protein
BMKFACGC_01410	CDS	354	gpsB_2		COG3599	Cell cycle protein GpsB
BMKFACGC_01411	CDS	570				hypothetical protein
BMKFACGC_01412	CDS	606	recU	3.1.21.10	COG3331	Holliday junction resolvase RecU
BMKFACGC_01413	CDS	2307	ponA		COG0744	Penicillin-binding protein 1A
BMKFACGC_01414	CDS	363				hypothetical protein
BMKFACGC_01415	CDS	522				hypothetical protein
BMKFACGC_01416	CDS	696	dnaD		COG3935	Replicative helicase loading/DNA remodeling protein DnaD
BMKFACGC_01417	CDS	1182	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
BMKFACGC_01418	CDS	504				hypothetical protein
BMKFACGC_01419	CDS	2841	dinG_1	3.1.-.-		3'-5' exonuclease DinG
BMKFACGC_01420	CDS	948	galK_1	2.7.1.6		Galactokinase
BMKFACGC_01421	CDS	975	thrB_2	2.7.1.39		Homoserine kinase
BMKFACGC_01422	CDS	1074		2.7.4.2		Phosphomevalonate kinase
BMKFACGC_01423	CDS	1038	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
BMKFACGC_01424	CDS	1362	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
BMKFACGC_01425	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
BMKFACGC_01426	CDS	939	dapE_3	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
BMKFACGC_01427	CDS	264	dapE_4	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
BMKFACGC_01428	CDS	465				hypothetical protein
BMKFACGC_01429	CDS	288				hypothetical protein
BMKFACGC_01430	CDS	921			COG2826	IS30 family transposase ISLsa1
BMKFACGC_01431	CDS	204				hypothetical protein
BMKFACGC_01432	CDS	576				hypothetical protein
BMKFACGC_01433	CDS	1503	glpK_2	2.7.1.30	COG0554	Glycerol kinase
BMKFACGC_01434	CDS	189		5.3.2.-		putative tautomerase.1
BMKFACGC_01435	CDS	894				hypothetical protein
BMKFACGC_01436	CDS	1416	pepDA_3	3.4.13.19	COG4690	Dipeptidase A
BMKFACGC_01437	CDS	1509	yjeM_2		COG0531	Inner membrane transporter YjeM
BMKFACGC_01438	CDS	825				hypothetical protein
BMKFACGC_01439	CDS	597				hypothetical protein
BMKFACGC_01440	CDS	1263	npr	1.11.1.1	COG0446	NADH peroxidase
BMKFACGC_01441	CDS	423				hypothetical protein
BMKFACGC_01442	CDS	546				hypothetical protein
BMKFACGC_01443	CDS	1467	katA	1.11.1.6	COG0753	Vegetative catalase
BMKFACGC_01444	CDS	486				hypothetical protein
BMKFACGC_01445	CDS	651	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
BMKFACGC_01446	CDS	1023	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BMKFACGC_01447	CDS	354	adhR_2		COG0789	HTH-type transcriptional regulator AdhR
BMKFACGC_01448	CDS	897	hdfR_3			HTH-type transcriptional regulator HdfR
BMKFACGC_01449	CDS	921			COG2826	IS30 family transposase ISLsa1
BMKFACGC_01450	CDS	990	xylB_4	1.1.1.90		Aryl-alcohol dehydrogenase
BMKFACGC_01451	CDS	312				hypothetical protein
BMKFACGC_01452	CDS	1440	emrB_2		COG2814	Multidrug export protein EmrB
BMKFACGC_01453	CDS	453				hypothetical protein
BMKFACGC_01454	CDS	447				putative HTH-type transcriptional regulator
BMKFACGC_01455	CDS	447				hypothetical protein
BMKFACGC_01456	CDS	606				hypothetical protein
BMKFACGC_01457	CDS	921			COG2826	IS30 family transposase ISLsa1
BMKFACGC_01458	CDS	1404	ribZ_1		COG2814	Riboflavin transporter RibZ
BMKFACGC_01459	CDS	486				hypothetical protein
BMKFACGC_01460	CDS	405			COG0789	putative HTH-type transcriptional regulator
BMKFACGC_01461	CDS	837	kdsr_3	1.1.1.102	COG4221	3-ketodihydrosphingosine reductase
BMKFACGC_01462	CDS	504				hypothetical protein
BMKFACGC_01463	CDS	321				hypothetical protein
BMKFACGC_01464	CDS	522	bioY		COG1268	Biotin transporter BioY
BMKFACGC_01465	CDS	792	birA	6.3.4.15	COG0340	Biotin--[acetyl-CoA-carboxylase] ligase
BMKFACGC_01466	CDS	759	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
BMKFACGC_01467	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BMKFACGC_01468	CDS	834	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
BMKFACGC_01469	CDS	1422	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
BMKFACGC_01470	CDS	411	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
BMKFACGC_01471	CDS	426	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
BMKFACGC_01472	CDS	1227	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BMKFACGC_01473	CDS	726	fabG	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
BMKFACGC_01474	CDS	915	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
BMKFACGC_01475	CDS	249	acpP_1		COG0236	Acyl carrier protein
BMKFACGC_01476	CDS	984	fabH	2.3.1.180	COG0332	Beta-ketoacyl-[acyl-carrier-protein] synthase III
BMKFACGC_01477	CDS	468				hypothetical protein
