locus_tag	ftype	length_bp	gene	EC_number	COG	product
HLLCJJMH_01087	CDS	1356	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
HLLCJJMH_01088	CDS	246	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
HLLCJJMH_01089	CDS	903		2.5.1.10		Farnesyl diphosphate synthase
HLLCJJMH_01090	CDS	816				hypothetical protein
HLLCJJMH_01091	CDS	456	argR_1		COG1438	Arginine repressor
HLLCJJMH_01092	CDS	1701	recN		COG0497	DNA repair protein RecN
HLLCJJMH_01093	CDS	1947				hypothetical protein
HLLCJJMH_01094	CDS	411				hypothetical protein
HLLCJJMH_01095	CDS	324				hypothetical protein
HLLCJJMH_01096	CDS	615	gmk_1	2.7.4.8	COG0194	Guanylate kinase
HLLCJJMH_01097	CDS	216	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
HLLCJJMH_01098	CDS	1212	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
HLLCJJMH_01099	CDS	2418	priA	5.6.2.4	COG1198	Replication restart protein PriA
HLLCJJMH_01100	CDS	945	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
HLLCJJMH_01101	CDS	1344	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
HLLCJJMH_01102	CDS	747	stp_3	3.1.3.16	COG0631	Serine/threonine phosphatase stp
HLLCJJMH_01103	CDS	2010	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
HLLCJJMH_01104	CDS	897	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
HLLCJJMH_01105	CDS	654	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
HLLCJJMH_01106	CDS	675	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
HLLCJJMH_01107	CDS	186	rpmB			Large ribosomal subunit protein bL28
HLLCJJMH_01108	CDS	363				putative protein
HLLCJJMH_01109	CDS	1698				putative protein
HLLCJJMH_01110	CDS	2034	recG	5.6.2.4	COG1200	ATP-dependent DNA helicase RecG
HLLCJJMH_01111	CDS	1038	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
HLLCJJMH_01112	CDS	252	acpP_1		COG0236	Acyl carrier protein
HLLCJJMH_01113	CDS	690	rnc	3.1.26.3		Ribonuclease 3
HLLCJJMH_01114	CDS	3552	smc_2		COG1196	Chromosome partition protein Smc
HLLCJJMH_01115	CDS	1461	ftsY	3.6.5.4		Signal recognition particle receptor FtsY
HLLCJJMH_01116	CDS	342				hypothetical protein
HLLCJJMH_01117	CDS	1446	ffh	3.6.5.4	COG0541	Signal recognition particle protein
HLLCJJMH_01118	CDS	2649		7.2.2.10		Calcium-transporting ATPase 1
HLLCJJMH_01119	CDS	1173				hypothetical protein
HLLCJJMH_01120	CDS	1314				hypothetical protein
HLLCJJMH_01121	CDS	294				hypothetical protein
HLLCJJMH_01122	CDS	276	rpsP		COG0228	Small ribosomal subunit protein bS16
HLLCJJMH_01123	CDS	261	khpA		COG1837	RNA-binding protein KhpA
HLLCJJMH_01124	CDS	519	rimM			Ribosome maturation factor RimM
HLLCJJMH_01125	CDS	765	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
HLLCJJMH_01126	CDS	357	rplS		COG0335	Large ribosomal subunit protein bL19
HLLCJJMH_01127	CDS	1593				hypothetical protein
HLLCJJMH_01128	CDS	447	fabZ_1	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
HLLCJJMH_01129	CDS	468				hypothetical protein
HLLCJJMH_01130	CDS	984	fabH	2.3.1.180		Beta-ketoacyl-[acyl-carrier-protein] synthase III
HLLCJJMH_01131	CDS	249	acpP_2		COG0236	Acyl carrier protein
HLLCJJMH_01132	CDS	915	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
HLLCJJMH_01133	CDS	726	fabG	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase
HLLCJJMH_01134	CDS	1227	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
HLLCJJMH_01135	CDS	426	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
HLLCJJMH_01136	CDS	411	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
HLLCJJMH_01137	CDS	1422	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
HLLCJJMH_01138	CDS	834	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
HLLCJJMH_01139	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
HLLCJJMH_01140	CDS	759	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
HLLCJJMH_01141	CDS	792	birA	6.3.4.15		Bifunctional ligase/repressor BirA
HLLCJJMH_01142	CDS	522	bioY		COG1268	Biotin transporter BioY
HLLCJJMH_01143	CDS	321				hypothetical protein
HLLCJJMH_01144	CDS	516				hypothetical protein
HLLCJJMH_01145	CDS	837	kdsr_1	1.1.1.102	COG4221	3-ketodihydrosphingosine reductase
HLLCJJMH_01146	CDS	405			COG0789	putative HTH-type transcriptional regulator
HLLCJJMH_01147	CDS	486				hypothetical protein
HLLCJJMH_01148	CDS	1434	ribZ_1		COG2814	Riboflavin transporter RibZ
HLLCJJMH_01149	CDS	606	crdA			NADH:(hydroxy)cinnamate reductase subunit CrdA
HLLCJJMH_01150	CDS	447				hypothetical protein
HLLCJJMH_01151	CDS	447				putative HTH-type transcriptional regulator
HLLCJJMH_01152	CDS	453				hypothetical protein
HLLCJJMH_01153	CDS	1440	emrB_2		COG2814	Multidrug export protein EmrB
HLLCJJMH_01154	CDS	312				hypothetical protein
	repeat_region	333				
HLLCJJMH_01155	CDS	354	adhR_2		COG0789	HTH-type transcriptional regulator AdhR
HLLCJJMH_01156	CDS	1023	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
HLLCJJMH_01157	CDS	651	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
HLLCJJMH_01158	CDS	486				hypothetical protein
HLLCJJMH_01159	CDS	1467	katA	1.11.1.6	COG0753	Vegetative catalase
HLLCJJMH_01160	CDS	546				hypothetical protein
HLLCJJMH_01161	CDS	423				hypothetical protein
HLLCJJMH_01162	CDS	1263	npr	1.11.1.1	COG0446	NADH peroxidase
HLLCJJMH_01163	CDS	597				hypothetical protein
HLLCJJMH_01164	CDS	825				hypothetical protein
HLLCJJMH_01165	CDS	1509	yjeM_2		COG0531	Inner membrane transporter YjeM
HLLCJJMH_01166	CDS	1416	pepDA_2	3.4.13.19	COG4690	Dipeptidase A
HLLCJJMH_01167	CDS	894				hypothetical protein
HLLCJJMH_01168	CDS	189		5.3.2.-		putative tautomerase.1
HLLCJJMH_01169	CDS	1503	glpK_2	2.7.1.30	COG0554	Glycerol kinase
HLLCJJMH_01170	CDS	576				hypothetical protein
HLLCJJMH_01171	CDS	204				hypothetical protein
HLLCJJMH_01172	CDS	1221				hypothetical protein
HLLCJJMH_01173	CDS	600				hypothetical protein
HLLCJJMH_01174	CDS	1362				hypothetical protein
HLLCJJMH_01175	CDS	429				hypothetical protein
HLLCJJMH_01176	CDS	1587				hypothetical protein
HLLCJJMH_01177	CDS	2004	macB	7.6.2.-	COG0577	Macrolide export ATP-binding/permease protein MacB
HLLCJJMH_01178	CDS	585	betI			HTH-type transcriptional regulator BetI
HLLCJJMH_01179	CDS	399	arsC	1.20.4.4	COG0394	Arsenate reductase
HLLCJJMH_01180	CDS	252				hypothetical protein
HLLCJJMH_01181	CDS	261				hypothetical protein
HLLCJJMH_01182	CDS	681				hypothetical protein
HLLCJJMH_01183	CDS	258				hypothetical protein
HLLCJJMH_01184	CDS	726	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
HLLCJJMH_01185	CDS	1179	lnrN		COG0842	Linearmycin resistance permease protein LnrN
HLLCJJMH_01186	CDS	639				hypothetical protein
HLLCJJMH_01187	CDS	1104	haox	1.1.3.-		L-lactate oxidase
HLLCJJMH_01188	CDS	354				hypothetical protein
HLLCJJMH_01189	CDS	1977	nhaK_3		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
HLLCJJMH_01190	CDS	1128	yycB_2		COG2807	putative transporter YycB
HLLCJJMH_01191	CDS	2028	kup			Low affinity potassium transport system protein Kup
HLLCJJMH_01192	CDS	969		1.3.1.103		2-haloacrylate reductase
HLLCJJMH_01193	CDS	1020				hypothetical protein
HLLCJJMH_01194	CDS	447			COG0789	putative HTH-type transcriptional regulator
HLLCJJMH_01195	CDS	429				hypothetical protein
HLLCJJMH_01196	CDS	303				hypothetical protein
HLLCJJMH_01197	CDS	1044	adh_4	1.1.1.1	COG1063	Alcohol dehydrogenase
HLLCJJMH_01198	CDS	873				hypothetical protein
HLLCJJMH_01199	CDS	876	morA	1.1.1.218		Morphine 6-dehydrogenase
HLLCJJMH_01200	CDS	864		1.1.1.-	COG0656	Aldo-keto reductase/MSMEI_2347
HLLCJJMH_01201	CDS	465				hypothetical protein
HLLCJJMH_01202	CDS	1161	dapE_3	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
HLLCJJMH_01203	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
HLLCJJMH_01204	CDS	1362	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
HLLCJJMH_01205	CDS	1038	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
HLLCJJMH_01206	CDS	1074		2.7.4.2		Phosphomevalonate kinase
HLLCJJMH_01207	CDS	975	thrB_2	2.7.1.39		Homoserine kinase
HLLCJJMH_01208	CDS	948	galK_1	2.7.1.6		Galactokinase
HLLCJJMH_01209	CDS	2841	dinG_1	3.1.-.-		3'-5' exonuclease DinG
HLLCJJMH_01210	CDS	504				hypothetical protein
HLLCJJMH_01211	CDS	1182	aspB	2.6.1.14	COG0436	Asparagine--oxo-acid transaminase
HLLCJJMH_01212	CDS	696	dnaD		COG3935	Replicative helicase loading/DNA remodeling protein DnaD
HLLCJJMH_01213	CDS	522				hypothetical protein
HLLCJJMH_01214	CDS	363				hypothetical protein
HLLCJJMH_01215	CDS	2307	ponA		COG0744	Penicillin-binding protein 1A
HLLCJJMH_01216	CDS	606	recU	3.1.21.10	COG3331	Holliday junction resolvase RecU
HLLCJJMH_01217	CDS	570				hypothetical protein
HLLCJJMH_01218	CDS	354	gpsB_1		COG3599	Cell cycle protein GpsB
HLLCJJMH_01219	CDS	126				hypothetical protein
HLLCJJMH_01220	CDS	1143	ypsC	2.1.1.-	COG0116	Putative RNA methyltransferase YpsC
HLLCJJMH_01221	CDS	381				hypothetical protein
HLLCJJMH_01222	CDS	1350	amt		COG0004	Ammonium transporter
HLLCJJMH_01223	CDS	201				hypothetical protein
HLLCJJMH_01224	CDS	543				hypothetical protein
HLLCJJMH_01225	CDS	351				hypothetical protein
HLLCJJMH_01226	CDS	672				hypothetical protein
HLLCJJMH_01227	CDS	525	slmA			Nucleoid occlusion factor SlmA
HLLCJJMH_01228	CDS	603				hypothetical protein
HLLCJJMH_01229	CDS	1125	thiO	1.4.3.19	COG0665	Glycine oxidase
HLLCJJMH_01230	CDS	405	rnhA_1		COG0328	14.7 kDa ribonuclease H-like protein
HLLCJJMH_01231	CDS	420				hypothetical protein
HLLCJJMH_01232	CDS	1656	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
HLLCJJMH_01233	CDS	465	lspA	3.4.23.36		Lipoprotein signal peptidase
HLLCJJMH_01234	CDS	924	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HLLCJJMH_01235	CDS	534	pyrR			Bifunctional protein pyrR
HLLCJJMH_01236	CDS	1077	pyrAA	6.3.5.5	COG0505	Carbamoyl phosphate synthase pyrimidine-specific small chain
HLLCJJMH_01237	CDS	2577	purT	6.3.1.21		Formate-dependent phosphoribosylglycinamide formyltransferase
HLLCJJMH_01238	CDS	1707	rqcH		COG1293	Rqc2 RqcH
HLLCJJMH_01239	CDS	429				hypothetical protein
HLLCJJMH_01240	CDS	1014				hypothetical protein
HLLCJJMH_01241	CDS	1248				hypothetical protein
HLLCJJMH_01242	CDS	867	degV_2		COG1307	Protein DegV
HLLCJJMH_01243	CDS	534	folT		COG4720	Folate transporter FolT
HLLCJJMH_01244	CDS	438				hypothetical protein
HLLCJJMH_01245	CDS	510				hypothetical protein
HLLCJJMH_01246	CDS	507				hypothetical protein
HLLCJJMH_01247	CDS	651	nth_2	4.2.99.18	COG0177	Endonuclease III
HLLCJJMH_01248	CDS	804	brlR			Transcriptional regulator BrlR
HLLCJJMH_01249	CDS	945	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
HLLCJJMH_01250	CDS	948				hypothetical protein
HLLCJJMH_01251	CDS	519				hypothetical protein
HLLCJJMH_01252	CDS	738	lvr	1.1.1.-		Levodione reductase
HLLCJJMH_01253	CDS	738				hypothetical protein
HLLCJJMH_01254	CDS	546				hypothetical protein
HLLCJJMH_01255	CDS	570				hypothetical protein
HLLCJJMH_01256	CDS	711	ubiE	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
HLLCJJMH_01257	CDS	813	kdsr_2	1.1.1.102	COG4221	3-ketodihydrosphingosine reductase
HLLCJJMH_01258	CDS	969				hypothetical protein
HLLCJJMH_01259	CDS	210				hypothetical protein
HLLCJJMH_01260	CDS	738				IS21 family transposase IS712
HLLCJJMH_01261	CDS	1224				Putative transposase for insertion sequence element IS5376
HLLCJJMH_01262	CDS	738		1.-.-.-		putative oxidoreductase
HLLCJJMH_01263	CDS	888	hcaR		COG0583	Hca operon transcriptional activator HcaR
HLLCJJMH_01264	CDS	906	hdfR_1			HTH-type transcriptional regulator HdfR
HLLCJJMH_01265	CDS	744		1.-.-.-		putative oxidoreductase
HLLCJJMH_01266	CDS	639				hypothetical protein
HLLCJJMH_01267	CDS	492				hypothetical protein
HLLCJJMH_01268	CDS	366				hypothetical protein
HLLCJJMH_01269	CDS	1275				hypothetical protein
HLLCJJMH_01270	CDS	552				hypothetical protein
HLLCJJMH_01271	CDS	996		3.2.1.205	COG3387	Isomaltose glucohydrolase
HLLCJJMH_01272	CDS	297				hypothetical protein
HLLCJJMH_01273	CDS	318				hypothetical protein
HLLCJJMH_01274	CDS	1374				hypothetical protein
HLLCJJMH_01275	CDS	1035	ccpA_2			Catabolite control protein A
HLLCJJMH_01276	CDS	1065	xerS		COG4974	Tyrosine recombinase XerS
HLLCJJMH_01277	CDS	297				hypothetical protein
HLLCJJMH_01278	CDS	318				hypothetical protein
HLLCJJMH_01279	CDS	1026			COG2826	IS30 family transposase ISSag3
HLLCJJMH_01280	CDS	441				hypothetical protein
HLLCJJMH_01281	CDS	534	msrA_1	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HLLCJJMH_01282	CDS	444	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
HLLCJJMH_01283	CDS	576				hypothetical protein
HLLCJJMH_01284	CDS	930	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
HLLCJJMH_01285	CDS	966	hdfR_2			HTH-type transcriptional regulator HdfR
HLLCJJMH_01286	CDS	2448	parC			DNA topoisomerase IV subunit A ParC
HLLCJJMH_01287	CDS	1968	parE			DNA topoisomerase IV subunit B ParE
HLLCJJMH_01288	CDS	624	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
HLLCJJMH_01289	CDS	873	lacX_2			Protein LacX, plasmid
HLLCJJMH_01290	CDS	1431	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
HLLCJJMH_01291	CDS	543	hslV	3.4.25.2		ATP-dependent protease subunit HslV
HLLCJJMH_01292	CDS	936	xerC_2		COG4974	Tyrosine recombinase XerC
HLLCJJMH_01293	CDS	2112	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
HLLCJJMH_01294	CDS	891				hypothetical protein
HLLCJJMH_01295	CDS	804	rnhB	3.1.26.4	COG0164	Ribonuclease HII
HLLCJJMH_01296	CDS	861	rbgA		COG1161	Ribosome biogenesis GTPase A
HLLCJJMH_01297	CDS	2064				hypothetical protein
HLLCJJMH_01298	CDS	1026			COG2826	IS30 family transposase ISSag3
HLLCJJMH_01299	CDS	846				hypothetical protein
HLLCJJMH_01300	CDS	849				hypothetical protein
HLLCJJMH_01301	CDS	1338				hypothetical protein
HLLCJJMH_01302	CDS	738				IS21 family transposase IS712
HLLCJJMH_01303	CDS	1224				Putative transposase for insertion sequence element IS5376
HLLCJJMH_01304	CDS	495				hypothetical protein
HLLCJJMH_01305	CDS	162				hypothetical protein
HLLCJJMH_01306	CDS	423	nudC	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
HLLCJJMH_01307	CDS	219				hypothetical protein
HLLCJJMH_01308	CDS	297				hypothetical protein
HLLCJJMH_01309	CDS	318				hypothetical protein
HLLCJJMH_01310	CDS	399				hypothetical protein
HLLCJJMH_01311	CDS	921	deoR_1		COG2390	Deoxyribonucleoside regulator
HLLCJJMH_01312	CDS	1509	xylB_3	2.7.1.17		Xylulose kinase
HLLCJJMH_01313	CDS	1017				hypothetical protein
HLLCJJMH_01314	CDS	687	fucP_1		COG0738	L-fucose-proton symporter
HLLCJJMH_01315	CDS	1026			COG2826	IS30 family transposase ISSag3
HLLCJJMH_01316	CDS	714	fucP_2		COG0738	L-fucose-proton symporter
HLLCJJMH_01317	CDS	222				hypothetical protein
HLLCJJMH_01318	CDS	600				hypothetical protein
HLLCJJMH_01319	CDS	921				hypothetical protein
HLLCJJMH_01320	CDS	852			COG1307	DegV domain-containing protein
HLLCJJMH_01321	CDS	420				hypothetical protein
HLLCJJMH_01322	CDS	930			COG2826	IS30 family transposase ISLpl1
HLLCJJMH_01323	CDS	492	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
HLLCJJMH_01324	CDS	951	thyA	2.1.1.45	COG0207	Thymidylate synthase
HLLCJJMH_01325	CDS	1893	uup_1	3.6.1.-		ATP-binding protein Uup
HLLCJJMH_01326	CDS	1194	cca	2.7.7.72		CCA-adding enzyme
HLLCJJMH_01327	CDS	939				hypothetical protein
HLLCJJMH_01328	CDS	1260	ypiA		COG0457	TPR repeat-containing protein YpiA
HLLCJJMH_01329	CDS	276	hup			DNA-binding protein HU
HLLCJJMH_01330	CDS	1308	der		COG1160	GTPase Der
HLLCJJMH_01331	CDS	1302	rps1		COG0539	Small ribosomal subunit protein bS1
HLLCJJMH_01332	CDS	681	cmk	2.7.4.25	COG0283	Cytidylate kinase
HLLCJJMH_01333	CDS	615				hypothetical protein
HLLCJJMH_01334	CDS	1422	recS	5.6.2.4	COG0514	putative ATP-dependent DNA helicase RecS
HLLCJJMH_01335	CDS	1035				hypothetical protein
HLLCJJMH_01336	CDS	582	ribU		COG3601	Riboflavin transporter RibU
HLLCJJMH_01337	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
HLLCJJMH_01338	CDS	603	scpB		COG1386	Segregation and condensation protein B
HLLCJJMH_01339	CDS	789	scpA_2		COG1354	Segregation and condensation protein A
HLLCJJMH_01340	CDS	396				hypothetical protein
HLLCJJMH_01341	CDS	897	xerD_1			Tyrosine recombinase XerD
HLLCJJMH_01342	CDS	882	cvfB			Conserved virulence factor B
HLLCJJMH_01343	CDS	1758	pyk	2.7.1.40		Pyruvate kinase
HLLCJJMH_01344	CDS	729	tal	2.2.1.2	COG0176	Transaldolase
HLLCJJMH_01345	CDS	3366	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
HLLCJJMH_01346	CDS	2610	clpB		COG0542	Chaperone protein ClpB
HLLCJJMH_01347	CDS	1242	pepT	3.4.11.4		Peptidase T
HLLCJJMH_01348	CDS	807			COG0327	GTP cyclohydrolase 1 type 2 
HLLCJJMH_01349	CDS	708	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
HLLCJJMH_01350	CDS	3291				hypothetical protein
HLLCJJMH_01351	CDS	507				hypothetical protein
HLLCJJMH_01352	CDS	1125	sigA		COG0568	RNA polymerase sigma factor SigA
HLLCJJMH_01353	CDS	1839	dnaG	2.7.7.101		DNA primase
HLLCJJMH_01354	CDS	2076	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
HLLCJJMH_01355	CDS	924	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
HLLCJJMH_01356	CDS	783	recO		COG1381	DNA repair protein RecO
HLLCJJMH_01357	CDS	906	era		COG1159	GTPase Era
HLLCJJMH_01358	CDS	396	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
HLLCJJMH_01359	CDS	489	ybeY	3.1.-.-		Endoribonuclease YbeY
HLLCJJMH_01360	CDS	987			COG1702	PhoH-like protein
HLLCJJMH_01361	CDS	447	yqeY		COG1610	putative protein YqeY
HLLCJJMH_01362	CDS	381	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
HLLCJJMH_01363	CDS	1029				Zinc-type alcohol dehydrogenase-like protein
HLLCJJMH_01364	CDS	189	rpsU		COG0828	Small ribosomal subunit protein bS21
HLLCJJMH_01365	CDS	828	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
HLLCJJMH_01366	CDS	930	nfo	3.1.21.2	COG0648	putative endonuclease 4
HLLCJJMH_01367	CDS	1224	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
HLLCJJMH_01368	CDS	810	tagG		COG1682	Teichoic acid translocation permease protein TagG
HLLCJJMH_01369	CDS	1206	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
HLLCJJMH_01370	CDS	876				hypothetical protein
HLLCJJMH_01371	CDS	528	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HLLCJJMH_01372	CDS	1803	aspS	6.1.1.12		Aspartate--tRNA ligase
HLLCJJMH_01373	CDS	1296	hisS	6.1.1.21		Histidine--tRNA ligase
HLLCJJMH_01374	CDS	531				hypothetical protein
HLLCJJMH_01375	CDS	852	lytH	3.5.1.-	COG0860	putative cell wall amidase LytH
HLLCJJMH_01376	CDS	867		2.7.1.-	COG3001	putative ketoamine kinase
HLLCJJMH_01377	CDS	642	mupP	3.1.3.105		N-acetylmuramic acid 6-phosphate phosphatase
HLLCJJMH_01378	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
HLLCJJMH_01379	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
HLLCJJMH_01380	CDS	336				hypothetical protein
HLLCJJMH_01381	CDS	753	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
HLLCJJMH_01382	CDS	951	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
HLLCJJMH_01383	CDS	318				hypothetical protein
HLLCJJMH_01384	CDS	384	mscL		COG1970	Large-conductance mechanosensitive channel
HLLCJJMH_01385	CDS	363				hypothetical protein
HLLCJJMH_01386	CDS	108				hypothetical protein
HLLCJJMH_01387	CDS	252				hypothetical protein
HLLCJJMH_01388	CDS	1182	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
HLLCJJMH_01389	CDS	360				hypothetical protein
HLLCJJMH_01390	CDS	210				hypothetical protein
HLLCJJMH_01391	CDS	1833	lepA	3.6.5.-	COG0481	Elongation factor 4
HLLCJJMH_01392	CDS	1290	dltD		COG3966	Protein DltD
HLLCJJMH_01393	CDS	234	dltC		COG0236	D-alanyl carrier protein
HLLCJJMH_01394	CDS	1209	dltB	2.3.1.-	COG1696	Teichoic acid D-alanyltransferase
HLLCJJMH_01395	CDS	1527	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
HLLCJJMH_01396	CDS	150				hypothetical protein
HLLCJJMH_01397	CDS	1149	dnaJ			Chaperone protein DnaJ
HLLCJJMH_01398	CDS	1860	dnaK			Chaperone protein DnaK
HLLCJJMH_01399	CDS	585	grpE			Protein GrpE
HLLCJJMH_01400	CDS	1038	hrcA		COG1420	Heat-inducible transcription repressor HrcA
HLLCJJMH_01401	CDS	948	ribCF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
HLLCJJMH_01402	CDS	912	truB	5.4.99.25		tRNA pseudouridine synthase B
HLLCJJMH_01403	CDS	351	rbfA		COG0858	Ribosome-binding factor A
HLLCJJMH_01404	CDS	2343	bipA_1	3.6.5.-		Large ribosomal subunit assembly factor BipA
HLLCJJMH_01405	CDS	303	rulQ		COG1358	RNA-binding protein YlxQ
HLLCJJMH_01406	CDS	297				hypothetical protein
HLLCJJMH_01407	CDS	1206	nusA		COG0195	Transcription termination/antitermination protein NusA
HLLCJJMH_01408	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
HLLCJJMH_01409	CDS	276				hypothetical protein
HLLCJJMH_01410	CDS	4338	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
HLLCJJMH_01411	CDS	1710	proS	6.1.1.15	COG0442	Proline--tRNA ligase
HLLCJJMH_01412	CDS	1278	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
HLLCJJMH_01413	CDS	792				hypothetical protein
HLLCJJMH_01414	CDS	789	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HLLCJJMH_01415	CDS	423				hypothetical protein
HLLCJJMH_01416	CDS	558	frr			Ribosome-recycling factor
HLLCJJMH_01417	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
HLLCJJMH_01418	CDS	885	tsf		COG0264	Elongation factor Ts
HLLCJJMH_01419	CDS	804	rpsB		COG0052	Small ribosomal subunit protein uS2
HLLCJJMH_01420	CDS	720		3.1.3.3		Phosphoserine phosphatase
HLLCJJMH_01421	CDS	999	ldhD	1.1.1.28		D-lactate/D-glycerate dehydrogenase
HLLCJJMH_01422	CDS	270				hypothetical protein
HLLCJJMH_01423	CDS	747	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
HLLCJJMH_01424	CDS	642	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
HLLCJJMH_01425	CDS	1794	yheH	7.6.2.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
HLLCJJMH_01426	CDS	1761	yheI	7.6.2.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
HLLCJJMH_01427	CDS	225				hypothetical protein
HLLCJJMH_01428	CDS	249				hypothetical protein
HLLCJJMH_01429	CDS	630	lexA	3.4.21.88	COG1974	LexA repressor
HLLCJJMH_01430	CDS	441				hypothetical protein
HLLCJJMH_01431	CDS	591				hypothetical protein
HLLCJJMH_01432	CDS	1170	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
HLLCJJMH_01433	CDS	882		2.7.4.-	COG2326	ADP-polyphosphate phosphotransferase
HLLCJJMH_01434	CDS	663	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HLLCJJMH_01435	CDS	183				hypothetical protein
HLLCJJMH_01436	CDS	465	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
HLLCJJMH_01437	CDS	126				hypothetical protein
HLLCJJMH_01438	CDS	309				hypothetical protein
HLLCJJMH_01439	CDS	1026			COG2826	IS30 family transposase ISSag3
