Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,45709_F01_Reference,ASM167680v1_TraditionalKoreanKimichi,ASM211732v1_BrewerySurface,ASM211734v1_WheatBeer,ASM276217v1_FemaleGut,ASM3988027v1_TenebrioMolitorFeces,ASM5041081v1_TomatoeFruit,ASM622820v1_BeerKeg,ASM622828v1_Beer,LBPURC4201_assembly_Sourdough
group_820,,hypothetical protein,3,3,1.0,1,1492,,,,165,165,165.0,JECDCPOO_01623,,OPNKAGHI_00911,,,,,,BMKFACGC_01732,
group_817,,hypothetical protein,3,3,1.0,1,1489,,,,1158,1158,1158.0,JECDCPOO_01582,KDAEOHOB_01625,,,HMEEEBGO_00317,,,,,
group_816,,hypothetical protein,3,3,1.0,1,1488,,,,297,345,328.0,,KDAEOHOB_01053,,,HMEEEBGO_00987,,,,,FHDKMCMF_02679
group_814,,hypothetical protein,3,3,1.0,1,1485,,,,489,489,489.0,JECDCPOO_01576,KDAEOHOB_01619,,,HMEEEBGO_00323,,,,,
clpP_2~~~clpP_1,clpP_2;clpP_1,ATP-dependent Clp protease proteolytic subunit,3,3,1.0,1,1463,,,,726,732,728.0,,,,,HMEEEBGO_00200,KGEHKDDB_01620,,,,FHDKMCMF_02614
group_795,,hypothetical protein,3,3,1.0,1,1462,,,,474,474,474.0,,,,,HMEEEBGO_00202,KGEHKDDB_01618,,,,FHDKMCMF_02616
group_793,,hypothetical protein,3,3,1.0,1,1457,,,,5850,5877,5868.0,JECDCPOO_01571,KDAEOHOB_01614,,,HMEEEBGO_00328,,,,,
group_790,,hypothetical protein,3,3,1.0,1,1452,,,,231,231,231.0,,,OPNKAGHI_01864,KAHEJOMD_00829,,,GMGKJONF_00819,,,
group_785,,hypothetical protein,3,3,1.0,1,1447,,,,474,474,474.0,,KDAEOHOB_01055,,,HMEEEBGO_00985,,,,,FHDKMCMF_02677
group_784,,hypothetical protein,3,3,1.0,1,1446,,,,1536,1575,1549.0,,KDAEOHOB_01059,,,HMEEEBGO_00981,,,,,FHDKMCMF_02673
group_766,,hypothetical protein,3,4,1.3333333333333333,1,1424,,,,420,1707,969.0,,KDAEOHOB_02518,OPNKAGHI_00263,,,,GMGKJONF_02354;GMGKJONF_02353,,,
group_760,,hypothetical protein,3,3,1.0,1,1417,,,,432,432,432.0,,,OPNKAGHI_01047,,HMEEEBGO_02560,,,HLLCJJMH_01451,,
group_754,,hypothetical protein,3,3,1.0,1,1410,,,,510,510,510.0,JECDCPOO_01622,,OPNKAGHI_00912,,,,,,BMKFACGC_01731,
xerC_3~~~xerC_5,xerC_3;xerC_5,Tyrosine recombinase XerC,3,3,1.0,1,1402,,,,1200,1200,1200.0,JECDCPOO_01636,,OPNKAGHI_00898,,,,,,BMKFACGC_01745,
group_742,,hypothetical protein,3,3,1.0,1,1393,,,,411,411,411.0,,KDAEOHOB_01054,,,HMEEEBGO_00986,,,,,FHDKMCMF_02678
group_740,,hypothetical protein,3,3,1.0,1,1391,,,,504,504,504.0,JECDCPOO_01581,KDAEOHOB_01624,,,HMEEEBGO_00318,,,,,
group_738,,hypothetical protein,3,3,1.0,1,1389,,,,390,390,390.0,JECDCPOO_01577,KDAEOHOB_01620,,,HMEEEBGO_00322,,,,,
group_732,,hypothetical protein,3,3,1.0,1,1376,,,,2469,2475,2473.0,,,,KAHEJOMD_02553,,,GMGKJONF_02507,,BMKFACGC_02543,
group_723,,Gamma-resorcylate decarboxylase,3,4,1.3333333333333333,1,1364,,,,390,1002,717.75,JECDCPOO_00103;JECDCPOO_00104,KDAEOHOB_00356,,,HMEEEBGO_01716,,,,,
group_722,,hypothetical protein,3,3,1.0,1,1363,,,,357,357,357.0,,,OPNKAGHI_02791,,,KGEHKDDB_02642,,,,FHDKMCMF_02693
group_716,,hypothetical protein,3,3,1.0,1,1352,,,,90,90,90.0,,,,KAHEJOMD_00828,,,GMGKJONF_00818,,BMKFACGC_00838,
group_695,,hypothetical protein,3,3,1.0,1,1315,,,,657,657,657.0,,,,KAHEJOMD_01700,,,GMGKJONF_01671,,,FHDKMCMF_01550
group_694,,hypothetical protein,3,4,1.3333333333333333,1,1314,,,,396,1899,1427.25,,,,,HMEEEBGO_00197,KGEHKDDB_01623,,,,FHDKMCMF_02610;FHDKMCMF_02611
group_693,,hypothetical protein,3,3,1.0,1,1312,,,,1155,1155,1155.0,,,,,HMEEEBGO_00199,KGEHKDDB_01621,,,,FHDKMCMF_02613
group_692,,hypothetical protein,3,3,1.0,1,1311,,,,1224,1224,1224.0,,,,,HMEEEBGO_00201,KGEHKDDB_01619,,,,FHDKMCMF_02615
group_688,,hypothetical protein,3,3,1.0,1,1305,,,,978,978,978.0,JECDCPOO_01570,KDAEOHOB_01613,,,HMEEEBGO_00329,,,,,
group_683,xerC_1,Tyrosine recombinase XerC,3,3,1.0,1,1300,,,,1149,1149,1149.0,,KDAEOHOB_00031,,,HMEEEBGO_02051,KGEHKDDB_02306,,,,
group_682,,hypothetical protein,3,3,1.0,1,1299,,,,1149,1149,1149.0,JECDCPOO_01565,KDAEOHOB_01608,,,HMEEEBGO_00334,,,,,
group_672,,hypothetical protein,3,3,1.0,1,1280,,,,504,510,506.0,JECDCPOO_01584,KDAEOHOB_01627,,,HMEEEBGO_00315,,,,,
group_671,,hypothetical protein,3,3,1.0,1,1279,,,,831,831,831.0,JECDCPOO_01588,KDAEOHOB_01631,,,HMEEEBGO_00311,,,,,
group_665,,hypothetical protein,3,3,1.0,1,1270,,,,1698,1698,1698.0,,KDAEOHOB_01056,,,HMEEEBGO_00984,,,,,FHDKMCMF_02676
group_664,,hypothetical protein,3,3,1.0,1,1269,,,,1101,1107,1103.0,,KDAEOHOB_01058,,,HMEEEBGO_00982,,,,,FHDKMCMF_02674
group_652,,hypothetical protein,3,3,1.0,1,1252,,,,357,723,498.0,,,,,HMEEEBGO_00012,,,HLLCJJMH_01698,,FHDKMCMF_01574
group_649,,IS3 family transposase IS153,3,3,1.0,1,1248,,,,252,252,252.0,,,,KAHEJOMD_02890,,KGEHKDDB_02739,,,BMKFACGC_02749,
group_647,,hypothetical protein,3,3,1.0,1,1246,,,,159,456,260.0,,,,,HMEEEBGO_02854,,GMGKJONF_01696,,,FHDKMCMF_01521
group_632,,hypothetical protein,3,3,1.0,1,1222,,,,312,312,312.0,JECDCPOO_00105,KDAEOHOB_00357,,,HMEEEBGO_01715,,,,,
xerC_4~~~xerC_3,xerC_4;xerC_3,Tyrosine recombinase XerC,3,3,1.0,1,1180,,,,1158,1158,1158.0,,KDAEOHOB_01044,,,HMEEEBGO_00997,,,,,FHDKMCMF_02689
group_601,,hypothetical protein,3,5,1.6666666666666667,1,1172,,,,306,1233,658.2,,,OPNKAGHI_00775;OPNKAGHI_00776,,,KGEHKDDB_01792,,,,FHDKMCMF_01372;FHDKMCMF_01371
group_589,,hypothetical protein,3,3,1.0,1,1145,,,,5544,5544,5544.0,,,,KAHEJOMD_01690,,,GMGKJONF_01661,,,FHDKMCMF_01560
group_583,,hypothetical protein,3,3,1.0,1,1134,,,,360,360,360.0,,,,,,KGEHKDDB_01604,,HLLCJJMH_02746,,FHDKMCMF_02629
group_582,,hypothetical protein,3,3,1.0,1,1133,,,,1215,1215,1215.0,,,,KAHEJOMD_01702,,,GMGKJONF_01673,,,FHDKMCMF_01547
group_581,,hypothetical protein,3,3,1.0,1,1132,,,,363,384,370.0,,,OPNKAGHI_01048,,HMEEEBGO_02561,,,HLLCJJMH_01450,,
group_574,,hypothetical protein,3,3,1.0,1,1124,,,,294,294,294.0,,KDAEOHOB_01653,,,HMEEEBGO_00288,KGEHKDDB_01385,,,,
group_573,,hypothetical protein,3,3,1.0,1,1120,,,,276,276,276.0,JECDCPOO_01621,,OPNKAGHI_00913,,,,,,BMKFACGC_01730,
group_563,,hypothetical protein,3,3,1.0,1,1107,,,,780,969,905.0,,,OPNKAGHI_02744,KAHEJOMD_02771,,KGEHKDDB_02612,,,,
group_548,,ISL3 family transposase IS1165,3,3,1.0,1,1085,,,,1239,1239,1239.0,,,,KAHEJOMD_02759,,,,HLLCJJMH_02760,BMKFACGC_02769,
group_537,,hypothetical protein,3,3,1.0,1,1066,,,,693,693,693.0,,KDAEOHOB_00027,,,HMEEEBGO_02055,KGEHKDDB_02302,,,,
group_536,,hypothetical protein,3,3,1.0,1,1064,,,,507,519,511.0,,,,,,,,HLLCJJMH_02735,BMKFACGC_02708,FHDKMCMF_02568
group_535,,hypothetical protein,3,3,1.0,1,1063,,,,144,156,152.0,,,,KAHEJOMD_01728,,,GMGKJONF_01701,,,FHDKMCMF_01516
group_530,,hypothetical protein,3,3,1.0,1,1056,,,,1254,1254,1254.0,JECDCPOO_01568,KDAEOHOB_01611,,,HMEEEBGO_00331,,,,,
group_517,,hypothetical protein,3,3,1.0,1,1036,,,,180,180,180.0,JECDCPOO_01580,KDAEOHOB_01623,,,HMEEEBGO_00319,,,,,
group_516,,hypothetical protein,3,3,1.0,1,1035,,,,486,486,486.0,JECDCPOO_01578,KDAEOHOB_01621,,,HMEEEBGO_00321,,,,,
group_515,,hypothetical protein,3,3,1.0,1,1033,,,,1116,1116,1116.0,,,,KAHEJOMD_02657,,,,HLLCJJMH_02678,,FHDKMCMF_02555
group_499,,hypothetical protein,3,3,1.0,1,1014,,,,333,333,333.0,,,,KAHEJOMD_01737,HMEEEBGO_02841,,,,,FHDKMCMF_01510
group_490,,IS30 family transposase IS1070;hypothetical protein,3,3,1.0,1,1000,,,,138,918,398.0,,,,KAHEJOMD_02902,,,,HLLCJJMH_02727,BMKFACGC_02761,
group_489,,hypothetical protein,3,3,1.0,1,999,,,,480,480,480.0,,,,,HMEEEBGO_00811,KGEHKDDB_01658,,,,FHDKMCMF_01512
hdfR_4~~~hdfR_1,hdfR_4;hdfR_1,HTH-type transcriptional regulator HdfR,3,3,1.0,1,945,,,,897,897,897.0,JECDCPOO_01114,,OPNKAGHI_01514,,,,,,BMKFACGC_01448,
group_458,,hypothetical protein,3,3,1.0,1,936,,,,1260,1287,1269.0,,,,KAHEJOMD_02901,,,,HLLCJJMH_02726,BMKFACGC_02760,
group_449,,hypothetical protein,3,3,1.0,1,920,,,,279,282,280.0,,,OPNKAGHI_02792,,,KGEHKDDB_02641,,,,FHDKMCMF_02694
group_425,,hypothetical protein;Putative phosphatase,3,4,1.3333333333333333,1,871,,,,144,798,533.25,JECDCPOO_01173;JECDCPOO_01172,KDAEOHOB_01439,,,HMEEEBGO_00505,,,,,
group_409,,hypothetical protein,3,3,1.0,1,837,,,,351,351,351.0,,,OPNKAGHI_02737,,,KGEHKDDB_02730,,HLLCJJMH_02741,,
group_408,,hypothetical protein,3,3,1.0,1,835,,,,909,912,910.0,JECDCPOO_01614,,,,HMEEEBGO_02515,,GMGKJONF_01429,,,
group_396,,hypothetical protein,3,3,1.0,1,814,,,,1374,1374,1374.0,,,,,,KGEHKDDB_01221,,HLLCJJMH_01274,,FHDKMCMF_01870
group_375,,hypothetical protein,3,3,1.0,1,777,,,,354,456,422.0,,,OPNKAGHI_02775,KAHEJOMD_02775,,KGEHKDDB_02608,,,,
xylP_7,xylP_7,Isoprimeverose transporter,3,3,1.0,1,776,,,,1392,1392,1392.0,,,,,,KGEHKDDB_02469,,HLLCJJMH_02559,,FHDKMCMF_00689
group_374,,hypothetical protein,3,3,1.0,1,775,,,,315,315,315.0,,,OPNKAGHI_02773,KAHEJOMD_02777,,KGEHKDDB_02606,,,,
group_347,,hypothetical protein,3,3,1.0,1,716,,,,399,405,401.0,,,,KAHEJOMD_01699,,,GMGKJONF_01670,,,FHDKMCMF_01551
group_345,,hypothetical protein,3,3,1.0,1,713,,,,1428,1428,1428.0,,,,KAHEJOMD_01704,,,GMGKJONF_01675,,,FHDKMCMF_01545
group_334,,hypothetical protein,3,3,1.0,1,692,,,,714,714,714.0,JECDCPOO_01564,KDAEOHOB_01607,,,HMEEEBGO_00335,,,,,
group_332,,hypothetical protein,3,3,1.0,1,690,,,,198,198,198.0,,,,,HMEEEBGO_00198,KGEHKDDB_01622,,,,FHDKMCMF_02612
group_324,,hypothetical protein,3,3,1.0,1,675,,,,90,183,152.0,,,,KAHEJOMD_01701,,,GMGKJONF_01672,,,FHDKMCMF_01548
group_321,,hypothetical protein,3,3,1.0,1,669,,,,465,471,469.0,JECDCPOO_01569,KDAEOHOB_01612,,,HMEEEBGO_00330,,,,,
group_320,,hypothetical protein,3,3,1.0,1,667,,,,414,414,414.0,JECDCPOO_01567,KDAEOHOB_01610,,,HMEEEBGO_00332,,,,,
group_318,,hypothetical protein,3,3,1.0,1,665,,,,1461,1461,1461.0,,KDAEOHOB_00484,,,,,GMGKJONF_00260,,BMKFACGC_00251,
tarM,tarM,Poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase,3,3,1.0,1,621,,,,1491,1491,1491.0,,KDAEOHOB_00001,OPNKAGHI_02671,,HMEEEBGO_02085,,,,,
group_278,,hypothetical protein,3,3,1.0,1,589,,,,930,930,930.0,JECDCPOO_01585,KDAEOHOB_01628,,,HMEEEBGO_00314,,,,,
group_271,,hypothetical protein,3,3,1.0,1,581,,,,1509,1509,1509.0,JECDCPOO_01587,KDAEOHOB_01630,,,HMEEEBGO_00312,,,,,
group_263,,hypothetical protein,3,3,1.0,1,567,,,,198,198,198.0,,KDAEOHOB_01057,,,HMEEEBGO_00983,,,,,FHDKMCMF_02675
smc_4,;smc_4,hypothetical protein;Chromosome partition protein Smc,3,3,1.0,1,525,,,,501,534,523.0,,,,KAHEJOMD_01680,,,GMGKJONF_01650,,,FHDKMCMF_01570
insK,insK;,Putative transposase InsK for insertion sequence element IS150;IS3 family transposase ISBce13;IS3 family transposase ISLmo8,3,3,1.0,1,483,,,,483,843,650.0,,,,KAHEJOMD_02891,,KGEHKDDB_02740,,,BMKFACGC_02750,
group_221,,hypothetical protein,3,3,1.0,1,482,,,,282,282,282.0,,,,,,,,HLLCJJMH_02736,BMKFACGC_02709,FHDKMCMF_02569
group_219,,hypothetical protein,3,3,1.0,1,480,,,,1632,1632,1632.0,JECDCPOO_01586,KDAEOHOB_01629,,,HMEEEBGO_00313,,,,,
group_203,,S-layer protein,3,3,1.0,1,446,,,,1362,1362,1362.0,,KDAEOHOB_02473,OPNKAGHI_00308,,HMEEEBGO_02138,,,,,
ydhF~~~smoB_2,;ydhF;smoB_2,hypothetical protein;Oxidoreductase YdhF;6-dehydroglucose reductase,3,4,1.3333333333333333,1,433,,,,258,954,711.0,JECDCPOO_02181,,,,,,GMGKJONF_02262,,BMKFACGC_02275;BMKFACGC_02274,
hcaD~~~ddmA2~~~andAa,hcaD;ddmA2;andAa,3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component;Dicamba O-demethylase 2 ferredoxin reductase component;Anthranilate 12-dioxygenase system ferredoxin--NAD(+) reductase component,3,4,1.3333333333333333,1,425,,,,387,1206,846.75,,,OPNKAGHI_02729,,,KGEHKDDB_02743,,,BMKFACGC_02720;BMKFACGC_02721,
group_178,,Isomaltose glucohydrolase,3,3,1.0,1,392,,,,996,1182,1120.0,,,,,,KGEHKDDB_01220,,HLLCJJMH_01271,,FHDKMCMF_01871
group_163,,IS5 family transposase ISLpl3,3,3,1.0,1,355,,,,312,372,352.0,,,,KAHEJOMD_02677,,,,HLLCJJMH_02714,BMKFACGC_00269,
rhaR_6,rhaR_6;,HTH-type transcriptional activator RhaR;hypothetical protein,3,3,1.0,1,342,,,,462,966,760.0,,,,,,KGEHKDDB_02470,,HLLCJJMH_02561,,FHDKMCMF_00688
group_142,,hypothetical protein,3,4,1.3333333333333333,1,312,,,,249,594,441.0,JECDCPOO_00106,KDAEOHOB_00359;KDAEOHOB_00358,,,HMEEEBGO_01714,,,,,
group_141,,hypothetical protein,3,3,1.0,1,311,,,,108,108,108.0,,KDAEOHOB_00361,,,HMEEEBGO_01712,,,,8_refound_29,
group_135,,hypothetical protein,3,3,1.0,1,300,,,,345,345,345.0,,,,KAHEJOMD_01696,,,GMGKJONF_01667,,,FHDKMCMF_01554
group_124,,hypothetical protein,3,3,1.0,1,275,,,,558,558,558.0,,,,KAHEJOMD_01695,,,GMGKJONF_01666,,,FHDKMCMF_01555
group_113,,hypothetical protein,3,4,1.3333333333333333,1,258,,,,852,1935,1451.25,,,,KAHEJOMD_02837;KAHEJOMD_02838,,,,HLLCJJMH_02730,BMKFACGC_02764,
group_112,,hypothetical protein,3,3,1.0,1,257,,,,327,336,330.0,,,,KAHEJOMD_01691,,,GMGKJONF_01662,,,FHDKMCMF_01559
xynB_2,xynB_2,Beta-xylosidase,3,3,1.0,1,180,,,,1566,1623,1604.0,,,,,,KGEHKDDB_02468,,HLLCJJMH_02493,,FHDKMCMF_00690
group_59,,hypothetical protein,3,3,1.0,1,131,,,,2421,2421,2421.0,,,,KAHEJOMD_01688,,,GMGKJONF_01659,,,FHDKMCMF_01562
group_41,,hypothetical protein,3,3,1.0,1,85,,,,1338,1851,1509.0,,,,,,KGEHKDDB_01244,,HLLCJJMH_01301,,FHDKMCMF_01848
group_40,,hypothetical protein,3,4,1.3333333333333333,1,84,,,,957,3018,2022.75,,,,,,KGEHKDDB_01242;KGEHKDDB_01241,,HLLCJJMH_01297,,FHDKMCMF_01850
group_3130,,hypothetical protein,2,2,1.0,11,1,,,,867,930,898.5,,,,,,KGEHKDDB_02654,,,BMKFACGC_02735,
group_3126,,hypothetical protein,2,2,1.0,9,1,,,,810,810,810.0,,,2_refound_11,,,KGEHKDDB_02692,,,,
group_3125,,hypothetical protein,2,2,1.0,8,1,,,,771,771,771.0,,,,KAHEJOMD_02903,,,,,,FHDKMCMF_01531
group_3124,,hypothetical protein,2,2,1.0,7,8,,,,792,792,792.0,,,,KAHEJOMD_02831,,,,,,FHDKMCMF_02665
group_3123,,hypothetical protein,2,2,1.0,7,7,,,,153,153,153.0,,,,KAHEJOMD_02833,,,,,,9_refound_30
group_3122,,hypothetical protein,2,3,1.5,7,6,,,,141,288,203.0,,,,KAHEJOMD_02829,,,,,,FHDKMCMF_02667;FHDKMCMF_02668
group_3121,,hypothetical protein,2,2,1.0,7,5,,,,441,441,441.0,,,,KAHEJOMD_02832,,,,,,FHDKMCMF_02664
group_3120,,hypothetical protein,2,2,1.0,7,4,,,,303,303,303.0,,,,KAHEJOMD_02828,,,,,,FHDKMCMF_02669
yxeI_4,yxeI_4,Penicillin V acylase,2,2,1.0,7,3,,,,1050,1050,1050.0,,,,KAHEJOMD_02834,,,,,,FHDKMCMF_02663
group_3119,,hypothetical protein,2,2,1.0,7,2,,,,156,156,156.0,,,,KAHEJOMD_02830,,,,,,FHDKMCMF_02666
gadB_3,gadB_3,Glutamate decarboxylase,2,2,1.0,7,1,,,,471,1392,931.5,,,,KAHEJOMD_02835,,,,,,FHDKMCMF_02662
group_3114,,hypothetical protein,2,2,1.0,5,1,,,,618,618,618.0,,,,KAHEJOMD_02823,,,,HLLCJJMH_02722,,
group_3113,,putative protein,2,2,1.0,4,11,,,,801,801,801.0,,,,KAHEJOMD_02814,,,,,,FHDKMCMF_02653
group_3112,,hypothetical protein,2,2,1.0,4,10,,,,243,327,285.0,,,,KAHEJOMD_02812,,,,,,FHDKMCMF_02655
group_3111,,hypothetical protein,2,2,1.0,4,9,,,,399,399,399.0,,,,KAHEJOMD_02816,,,,,,FHDKMCMF_02651
group_3110,,hypothetical protein,2,2,1.0,4,8,,,,279,279,279.0,,,,KAHEJOMD_02815,,,,,,FHDKMCMF_02652
group_3109,,IS30 family transposase ISLpl1,2,2,1.0,4,7,,,,228,228,228.0,,,,3_refound_16,,,,,,FHDKMCMF_02658
group_3108,,hypothetical protein,2,2,1.0,4,6,,,,549,549,549.0,,,,KAHEJOMD_02810,,,,,,FHDKMCMF_02657
group_3107,,hypothetical protein,2,2,1.0,4,5,,,,1998,1998,1998.0,,,,KAHEJOMD_02807,,,,,,FHDKMCMF_02661
gadC_3,gadC_3,Glutamate/gamma-aminobutyrate antiporter,2,2,1.0,4,4,,,,1392,1392,1392.0,,,,KAHEJOMD_02811,,,,,,FHDKMCMF_02656
group_3106,,hypothetical protein,2,2,1.0,4,3,,,,348,348,348.0,,,,KAHEJOMD_02813,,,,,,FHDKMCMF_02654
group_3105,,hypothetical protein,2,2,1.0,4,2,,,,105,105,105.0,,,,KAHEJOMD_02809,,,,,,FHDKMCMF_02659
group_3104,,hypothetical protein,2,2,1.0,4,1,,,,2166,2166,2166.0,,,,KAHEJOMD_02808,,,,,,FHDKMCMF_02660
group_3103,,hypothetical protein,2,2,1.0,3,3,,,,603,603,603.0,,,OPNKAGHI_02796,,,,,HLLCJJMH_02696,,
group_3100,,hypothetical protein,2,2,1.0,2,1,,,,273,273,273.0,,,OPNKAGHI_02699,,,KGEHKDDB_02691,,,,
group_3084,,hypothetical protein,2,2,1.0,1,4647,,,,591,645,618.0,,,,,,,,HLLCJJMH_02759,BMKFACGC_02770,
group_3050,,hypothetical protein,2,2,1.0,1,4580,,,,1443,1482,1462.5,,,,KAHEJOMD_02359,,KGEHKDDB_02250,,,,
group_3036,clpL_1,ATP-dependent protease ClpL,2,2,1.0,1,4558,,,,2115,2115,2115.0,,,,,,KGEHKDDB_02673,,,BMKFACGC_02716,
dps_1,dps_1,DNA protection during starvation protein,2,2,1.0,1,4557,,,,468,468,468.0,,,,,,KGEHKDDB_02652,,,BMKFACGC_02737,
group_3034,,hypothetical protein,2,2,1.0,1,4555,,,,213,213,213.0,,,,,HMEEEBGO_02886,KGEHKDDB_01611,,,,
group_3033,,hypothetical protein,2,2,1.0,1,4554,,,,582,582,582.0,,,,KAHEJOMD_02933,,,,HLLCJJMH_01529,,
group_3032,,IS6 family transposase ISBth20,2,2,1.0,1,4553,,,,687,687,687.0,,,,KAHEJOMD_02843,,,,HLLCJJMH_02703,,
group_3029,,hypothetical protein,2,2,1.0,1,4550,,,,90,90,90.0,,,,KAHEJOMD_02899,,,,,BMKFACGC_02758,
group_3026,,hypothetical protein,2,2,1.0,1,4547,,,,456,456,456.0,,,,KAHEJOMD_02858,,,,HLLCJJMH_02704,,
group_3025,,IS30 family transposase ISSag3,2,2,1.0,1,4546,,,,1026,1026,1026.0,,,,,HMEEEBGO_02587,,,HLLCJJMH_02706,,
group_3023,,IS30 family transposase ISSag3,2,2,1.0,1,4544,,,,1026,1026,1026.0,,,,,HMEEEBGO_02204,,,HLLCJJMH_02275,,
group_3022,,IS30 family transposase ISSag3,2,2,1.0,1,4543,,,,1026,1026,1026.0,,,,,HMEEEBGO_02184,,,HLLCJJMH_02272,,
group_3020,,IS30 family transposase ISSag3,2,2,1.0,1,4541,,,,1026,1026,1026.0,,,,,HMEEEBGO_02570,,,HLLCJJMH_01998,,
group_3019,,IS30 family transposase ISSag3,2,2,1.0,1,4540,,,,1026,1026,1026.0,,,,,HMEEEBGO_00013,,,HLLCJJMH_01834,,
group_3017,,IS30 family transposase ISSag3,2,2,1.0,1,4538,,,,1026,1026,1026.0,,,,,HMEEEBGO_00131,,,HLLCJJMH_01439,,
group_3013,,IS21 family transposase IS712,2,2,1.0,1,4534,,,,738,738,738.0,,,,KAHEJOMD_02714,,,,HLLCJJMH_02557,,
group_3012,,IS21 family transposase IS712,2,2,1.0,1,4533,,,,738,738,738.0,,,,KAHEJOMD_02694,,,,HLLCJJMH_02492,,
group_3011,,IS21 family transposase IS712,2,2,1.0,1,4532,,,,738,738,738.0,,,,KAHEJOMD_01673,,,,HLLCJJMH_01837,,
group_3010,,IS21 family transposase IS712,2,2,1.0,1,4531,,,,738,738,738.0,,,,KAHEJOMD_01359,,,,HLLCJJMH_01260,,
group_3009,,IS21 family transposase IS712,2,2,1.0,1,4530,,,,738,738,738.0,,,,KAHEJOMD_01874,,,,HLLCJJMH_00820,,
group_3008,,Putative transposase for insertion sequence element IS5376,2,2,1.0,1,4529,,,,1224,1224,1224.0,,,,KAHEJOMD_02715,,,,HLLCJJMH_02558,,
group_3007,,Putative transposase for insertion sequence element IS5376,2,2,1.0,1,4528,,,,1224,1224,1224.0,,,,KAHEJOMD_02695,,,,HLLCJJMH_02491,,
group_3006,,Putative transposase for insertion sequence element IS5376,2,2,1.0,1,4527,,,,1224,1224,1224.0,,,,KAHEJOMD_01674,,,,HLLCJJMH_01836,,
group_3005,,Putative transposase for insertion sequence element IS5376,2,2,1.0,1,4526,,,,1224,1224,1224.0,,,,KAHEJOMD_01358,,,,HLLCJJMH_01261,,
group_3004,,Putative transposase for insertion sequence element IS5376,2,2,1.0,1,4525,,,,1224,1224,1224.0,,,,KAHEJOMD_01873,,,,HLLCJJMH_00819,,
group_3001,,hypothetical protein,2,2,1.0,1,4522,,,,309,309,309.0,,,,KAHEJOMD_02686,,,,,BMKFACGC_00294,
group_3000,bin3_2,Putative transposon Tn552 DNA-invertase bin3,2,2,1.0,1,4521,,,,588,588,588.0,,,OPNKAGHI_02757,,,,,,BMKFACGC_02778,
group_2995,,IS5 family transposase ISCaa8,2,2,1.0,1,4516,,,,339,339,339.0,,,,KAHEJOMD_02687,,,,,BMKFACGC_00293,
group_2993,,IS30 family transposase ISLsa1,2,2,1.0,1,4514,,,,921,921,921.0,,,,,,,GMGKJONF_02307,,BMKFACGC_02273,
group_2992,,IS30 family transposase ISLsa1,2,2,1.0,1,4513,,,,921,921,921.0,,,OPNKAGHI_01483,,,,,,BMKFACGC_01430,
group_2990,,IS30 family transposase ISLsa1,2,2,1.0,1,4511,,,,921,921,921.0,,,,,,,GMGKJONF_00332,,BMKFACGC_00385,
group_2988,,hypothetical protein,2,2,1.0,1,4509,,,,378,378,378.0,,,OPNKAGHI_00972,,,,,,BMKFACGC_01625,
group_2986,,hypothetical protein,2,2,1.0,1,4507,,,,276,276,276.0,,,OPNKAGHI_00926,,HMEEEBGO_00776,,,,,
group_2985,,hypothetical protein,2,2,1.0,1,4506,,,,954,954,954.0,,,OPNKAGHI_00918,,,,,HLLCJJMH_01502,,
group_2984,,hypothetical protein,2,2,1.0,1,4505,,,,888,888,888.0,,,OPNKAGHI_00994,,,,,HLLCJJMH_01539,,
group_2983,,hypothetical protein,2,2,1.0,1,4504,,,,888,888,888.0,,,OPNKAGHI_00917,,,,,HLLCJJMH_01503,,
group_2982,,hypothetical protein,2,2,1.0,1,4503,,,,315,315,315.0,,,OPNKAGHI_00993,,,,,HLLCJJMH_01540,,
group_2981,,hypothetical protein,2,2,1.0,1,4502,,,,315,315,315.0,,,OPNKAGHI_00916,,,,,HLLCJJMH_01504,,
group_2979,,hypothetical protein,2,2,1.0,1,4500,,,,177,177,177.0,,,OPNKAGHI_00908,,,,GMGKJONF_01440,,,
group_2978,,IS256 family transposase IS1310,2,2,1.0,1,4499,,,,1188,1188,1188.0,,,,KAHEJOMD_02673,,,,,BMKFACGC_02682,
group_2977,,IS256 family transposase IS1310,2,2,1.0,1,4498,,,,1188,1188,1188.0,,,OPNKAGHI_00773,,,,,,BMKFACGC_01858,
group_2975,,IS256 family transposase IS1310,2,2,1.0,1,4496,,,,1188,1188,1188.0,,,,,,KGEHKDDB_02630,,,BMKFACGC_01329,
group_2974,,IS256 family transposase IS1310,2,2,1.0,1,4495,,,,1188,1188,1188.0,,,OPNKAGHI_00973,,,,,,BMKFACGC_01245,
group_2973,,IS30 family transposase ISSlu1,2,2,1.0,1,4494,,,,999,999,999.0,,,OPNKAGHI_00252,,,,,,BMKFACGC_02718,
group_2972,,IS30 family transposase ISSlu1,2,2,1.0,1,4493,,,,999,999,999.0,,,OPNKAGHI_01080,,,,,,BMKFACGC_01626,
