query	subject	%pident	alignment_length	mismatches	gap_opens	qstart	qend	sstart	send	e-value	bitscore	function
00000767|gene_cluster_GC_00003768|genome_name_P2796_Unknown_BE|gene_callers_id_2444	sp|O31543|YFJQ_BACSU	28.571	168	98	6	154	308	151	309	5.53e-05	47.8	sp|O31543|YFJQ_BACSU Putative metal ion transporter YfjQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yfjQ PE=3 SV=1
00000769|gene_cluster_GC_00003954|genome_name_P3352_Finger_millet_BE|gene_callers_id_1768	sp|P29336|GTFS_STRDO	25.481	208	135	7	55	251	2	200	0.009	42.7	sp|P29336|GTFS_STRDO Glucosyltransferase-S OS=Streptococcus downei OX=1317 GN=gtfS PE=3 SV=1
00000771|gene_cluster_GC_00003981|genome_name_P3351_Finger_millet_BE|gene_callers_id_2379	sp|Q8E217|LYTR_STRA5	32.692	104	69	1	27	129	141	244	2.59e-08	53.9	sp|Q8E217|LYTR_STRA5 Sensory transduction protein LytR OS=Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R) OX=208435 GN=lytR PE=3 SV=1
00000771|gene_cluster_GC_00003981|genome_name_P3351_Finger_millet_BE|gene_callers_id_2379	sp|Q8E7H3|LYTR_STRA3	32.692	104	69	1	27	129	141	244	2.59e-08	53.9	sp|Q8E7H3|LYTR_STRA3 Sensory transduction protein LytR OS=Streptococcus agalactiae serotype III (strain NEM316) OX=211110 GN=lytR PE=3 SV=1
00000771|gene_cluster_GC_00003981|genome_name_P3351_Finger_millet_BE|gene_callers_id_2379	sp|Q814J1|LYTT_BACCR	31.183	93	63	1	39	130	153	245	2.44e-06	48.5	sp|Q814J1|LYTT_BACCR Sensory transduction protein LytT OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711) OX=226900 GN=lytT PE=4 SV=1
00000771|gene_cluster_GC_00003981|genome_name_P3351_Finger_millet_BE|gene_callers_id_2379	sp|Q81JL3|LYTT_BACAN	31.183	93	63	1	39	130	153	245	3.13e-06	48.1	sp|Q81JL3|LYTT_BACAN Sensory transduction protein LytT OS=Bacillus anthracis OX=1392 GN=lytT PE=3 SV=1
00000771|gene_cluster_GC_00003981|genome_name_P3351_Finger_millet_BE|gene_callers_id_2379	sp|Q8DVB7|LYTR_STRMU	30.833	120	78	3	12	129	126	242	5.17e-06	47.4	sp|Q8DVB7|LYTR_STRMU Sensory transduction protein LytR OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=lytR PE=3 SV=1
00000775|gene_cluster_GC_00004110|genome_name_P2500_SD_IT|gene_callers_id_860	sp|Q9HWH9|NMO_PSEAE	30.996	271	133	7	1	230	1	258	1.69e-24	105	sp|Q9HWH9|NMO_PSEAE Nitronate monooxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nmoA PE=1 SV=1
00000775|gene_cluster_GC_00004110|genome_name_P2500_SD_IT|gene_callers_id_860	sp|A8Z1H7|NMO_STAAT	31.010	287	128	9	5	243	7	271	3.13e-24	104	sp|A8Z1H7|NMO_STAAT Probable nitronate monooxygenase OS=Staphylococcus aureus (strain USA300 / TCH1516) OX=451516 GN=USA300HOU_0879 PE=3 SV=1
00000775|gene_cluster_GC_00004110|genome_name_P2500_SD_IT|gene_callers_id_860	sp|A6QFD2|NMO_STAAE	31.010	287	128	9	5	243	7	271	3.13e-24	104	sp|A6QFD2|NMO_STAAE Probable nitronate monooxygenase OS=Staphylococcus aureus (strain Newman) OX=426430 GN=NWMN_0792 PE=3 SV=1
00000775|gene_cluster_GC_00004110|genome_name_P2500_SD_IT|gene_callers_id_860	sp|Q5HHG4|NMO_STAAC	31.010	287	128	9	5	243	7	271	3.13e-24	104	sp|Q5HHG4|NMO_STAAC Probable nitronate monooxygenase OS=Staphylococcus aureus (strain COL) OX=93062 GN=SACOL0922 PE=3 SV=1
00000775|gene_cluster_GC_00004110|genome_name_P2500_SD_IT|gene_callers_id_860	sp|Q2FZX9|NMO_STAA8	31.010	287	128	9	5	243	7	271	3.13e-24	104	sp|Q2FZX9|NMO_STAA8 Probable nitronate monooxygenase OS=Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061 GN=SAOUHSC_00855 PE=3 SV=1
00000776|gene_cluster_GC_00004146|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2470	sp|A0LGS1|LEXA_SYNFM	34.146	123	77	3	6	125	71	192	5.02e-11	60.5	sp|A0LGS1|LEXA_SYNFM LexA repressor OS=Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB) OX=335543 GN=lexA PE=3 SV=1
00000776|gene_cluster_GC_00004146|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2470	sp|A1VNK0|LEXA_POLNA	37.349	83	51	1	44	125	143	225	5.69e-11	60.8	sp|A1VNK0|LEXA_POLNA LexA repressor OS=Polaromonas naphthalenivorans (strain CJ2) OX=365044 GN=lexA PE=3 SV=1
00000776|gene_cluster_GC_00004146|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2470	sp|B4SRA9|LEXA_STRM5	35.714	126	70	5	3	123	83	202	6.05e-11	60.5	sp|B4SRA9|LEXA_STRM5 LexA repressor OS=Stenotrophomonas maltophilia (strain R551-3) OX=391008 GN=lexA PE=3 SV=1
00000776|gene_cluster_GC_00004146|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2470	sp|Q881U0|LEXA2_PSESM	35.345	116	71	3	12	123	79	194	6.99e-11	60.1	sp|Q881U0|LEXA2_PSESM LexA repressor 2 OS=Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000) OX=223283 GN=lexA2 PE=3 SV=1
00000776|gene_cluster_GC_00004146|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2470	sp|Q8PBM1|LEXA1_XANCP	34.513	113	70	3	15	123	81	193	7.57e-11	60.1	sp|Q8PBM1|LEXA1_XANCP LexA repressor 1 OS=Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25) OX=190485 GN=lexA1 PE=3 SV=1
00000778|gene_cluster_GC_00003775|genome_name_P2297_SD_Lesaf_BE|gene_callers_id_2311	sp|Q9XF89|CB5_ARATH	83.630	281	43	1	6	286	3	280	1.49e-154	435	sp|Q9XF89|CB5_ARATH Chlorophyll a-b binding protein CP26, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LHCB5 PE=1 SV=1
00000778|gene_cluster_GC_00003775|genome_name_P2297_SD_Lesaf_BE|gene_callers_id_2311	sp|P12330|CB21_ORYSJ	51.812	276	105	11	1	271	1	253	5.22e-70	220	sp|P12330|CB21_ORYSJ Chlorophyll a-b binding protein 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=CAB1R PE=2 SV=2
00000778|gene_cluster_GC_00003775|genome_name_P2297_SD_Lesaf_BE|gene_callers_id_2311	sp|P27517|CB2_DUNTE	54.717	212	87	3	67	271	32	241	5.47e-69	217	sp|P27517|CB2_DUNTE Chlorophyll a-b binding protein of LHCII type I, chloroplastic OS=Dunaliella tertiolecta OX=3047 PE=2 SV=1
00000778|gene_cluster_GC_00003775|genome_name_P2297_SD_Lesaf_BE|gene_callers_id_2311	sp|P27492|CB21_TOBAC	48.551	276	115	8	1	271	1	254	3.25e-68	215	sp|P27492|CB21_TOBAC Chlorophyll a-b binding protein 16, chloroplastic OS=Nicotiana tabacum OX=4097 GN=CAB16 PE=2 SV=1
00000778|gene_cluster_GC_00003775|genome_name_P2297_SD_Lesaf_BE|gene_callers_id_2311	sp|P07369|CB2G_SOLLC	48.889	270	118	7	7	271	1	255	3.47e-68	215	sp|P07369|CB2G_SOLLC Chlorophyll a-b binding protein 3C, chloroplastic OS=Solanum lycopersicum OX=4081 GN=CAB3C PE=3 SV=1
00000780|gene_cluster_GC_00003482|genome_name_Reference|gene_callers_id_422	sp|P16468|MAOX_GEOSE	46.995	366	191	2	15	378	94	458	5.93e-110	333	sp|P16468|MAOX_GEOSE NAD-dependent malic enzyme OS=Geobacillus stearothermophilus OX=1422 PE=1 SV=1
00000780|gene_cluster_GC_00003482|genome_name_Reference|gene_callers_id_422	sp|O34962|MAO4_BACSU	46.322	367	190	3	3	364	4	368	1.20e-98	301	sp|O34962|MAO4_BACSU Bifunctional malic/malolactic enzyme OS=Bacillus subtilis (strain 168) OX=224308 GN=ytsJ PE=1 SV=1
00000780|gene_cluster_GC_00003482|genome_name_Reference|gene_callers_id_422	sp|Q9ZFV8|MAO2_SALTY	40.263	380	206	5	15	375	19	396	8.19e-84	273	sp|Q9ZFV8|MAO2_SALTY NADP-dependent malic enzyme OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=maeB PE=3 SV=2
00000780|gene_cluster_GC_00003482|genome_name_Reference|gene_callers_id_422	sp|P76558|MAO2_ECOLI	40.000	380	207	5	15	375	19	396	1.49e-83	272	sp|P76558|MAO2_ECOLI NADP-dependent malic enzyme OS=Escherichia coli (strain K12) OX=83333 GN=maeB PE=1 SV=1
00000780|gene_cluster_GC_00003482|genome_name_Reference|gene_callers_id_422	sp|E1V8J1|MAEB_HALED	40.541	333	191	3	30	359	34	362	1.61e-80	256	sp|E1V8J1|MAEB_HALED NADP-dependent malic enzyme OS=Halomonas elongata (strain ATCC 33173 / DSM 2581 / NBRC 15536 / NCIMB 2198 / 1H9) OX=768066 GN=maeB PE=1 SV=1
00000784|gene_cluster_GC_00003338|genome_name_P2694_LMG_BE|gene_callers_id_2305	sp|Q9US20|YLD2_SCHPO	25.414	181	113	9	66	234	72	242	5.11e-04	44.3	sp|Q9US20|YLD2_SCHPO Uncharacterized acyltransferase C1851.02 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC1851.02 PE=3 SV=1
00000784|gene_cluster_GC_00003338|genome_name_P2694_LMG_BE|gene_callers_id_2305	sp|P33333|PLSC_YEAST	25.000	200	127	9	66	254	48	235	0.001	43.5	sp|P33333|PLSC_YEAST 1-acyl-sn-glycerol-3-phosphate acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLC1 PE=1 SV=1
00000786|gene_cluster_GC_00003362|genome_name_P3351_Finger_millet_BE|gene_callers_id_8	sp|P23789|XRE_BACSU	34.343	99	60	1	21	114	14	112	4.13e-09	53.1	sp|P23789|XRE_BACSU HTH-type transcriptional regulator Xre OS=Bacillus subtilis (strain 168) OX=224308 GN=xre PE=1 SV=1
00000786|gene_cluster_GC_00003362|genome_name_P3351_Finger_millet_BE|gene_callers_id_8	sp|O34647|YOBD_BACSU	27.419	62	45	0	6	67	1	62	3.91e-04	40.4	sp|O34647|YOBD_BACSU Uncharacterized HTH-type transcriptional regulator YobD OS=Bacillus subtilis (strain 168) OX=224308 GN=yobD PE=4 SV=1
00000786|gene_cluster_GC_00003362|genome_name_P3351_Finger_millet_BE|gene_callers_id_8	sp|P96631|IMMR_BACSU	30.645	62	43	0	7	68	3	64	4.36e-04	40.4	sp|P96631|IMMR_BACSU HTH-type transcriptional regulator ImmR OS=Bacillus subtilis (strain 168) OX=224308 GN=immR PE=1 SV=1
00000786|gene_cluster_GC_00003362|genome_name_P3351_Finger_millet_BE|gene_callers_id_8	sp|Q97QZ2|PEZA_STRPN	35.714	56	36	0	6	61	1	56	7.87e-04	40.0	sp|Q97QZ2|PEZA_STRPN Antitoxin PezA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=pezA PE=1 SV=1
00000786|gene_cluster_GC_00003362|genome_name_P3351_Finger_millet_BE|gene_callers_id_8	sp|P43640|MUNC_MYCSP	38.462	52	32	0	15	66	17	68	0.004	37.0	sp|P43640|MUNC_MYCSP Control protein C.MunI OS=Mycoplasma sp. OX=2108 GN=munIC PE=4 SV=1
00000789|gene_cluster_GC_00003996|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2395	sp|P19769|INSK_ECOLI	30.496	141	92	3	1	138	141	278	6.70e-11	61.6	sp|P19769|INSK_ECOLI Putative transposase InsK for insertion sequence element IS150 OS=Escherichia coli (strain K12) OX=83333 GN=insK PE=2 SV=2
00000789|gene_cluster_GC_00003996|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2395	sp|P35878|T904_LACLA	34.737	95	55	2	5	95	118	209	9.51e-09	55.5	sp|P35878|T904_LACLA Transposase for insertion sequence element IS904 OS=Lactococcus lactis subsp. lactis (strain IL1403) OX=272623 GN=nisX1 PE=3 SV=1
00000789|gene_cluster_GC_00003996|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2395	sp|P16940|YIS2_SHISO	28.058	139	91	4	1	134	129	263	3.09e-08	53.9	sp|P16940|YIS2_SHISO Insertion element IS600 uncharacterized 31 kDa protein OS=Shigella sonnei OX=624 PE=4 SV=1
00000789|gene_cluster_GC_00003996|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2395	sp|Q06715|ADPR_LACLL	30.682	88	61	0	46	133	93	180	7.09e-07	50.4	sp|Q06715|ADPR_LACLL ATP-dependent protease OS=Lactococcus lactis subsp. lactis OX=1360 PE=4 SV=1
00000789|gene_cluster_GC_00003996|genome_name_P950_Fermented_Rice_BE|gene_callers_id_2395	sp|O05086|Y1721_HAEIN	22.857	140	105	2	1	139	78	215	2.35e-06	48.5	sp|O05086|Y1721_HAEIN Uncharacterized transposase-like protein HI_1721 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1721 PE=3 SV=1
00000790|gene_cluster_GC_00003328|genome_name_P950_Fermented_Rice_BE|gene_callers_id_827	sp|P9WER1|BRAB_ANNTR	25.180	139	83	6	46	174	39	166	1.83e-04	46.6	sp|P9WER1|BRAB_ANNTR O-glycosyltransferase braB OS=Annulohypoxylon truncatum OX=327061 GN=braB PE=1 SV=1
00000791|gene_cluster_GC_00003288|genome_name_Reference|gene_callers_id_1138	sp|P96726|YWQN_BACSU	37.888	161	97	2	16	173	14	174	7.21e-35	124	sp|P96726|YWQN_BACSU Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN OS=Bacillus subtilis (strain 168) OX=224308 GN=ywqN PE=1 SV=1
00000791|gene_cluster_GC_00003288|genome_name_Reference|gene_callers_id_1138	sp|Q58483|ISF2_METJA	23.858	197	115	8	7	180	3	187	1.53e-08	55.1	sp|Q58483|ISF2_METJA Iron-sulfur flavoprotein MJ1083 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1083 PE=1 SV=1
00000791|gene_cluster_GC_00003288|genome_name_Reference|gene_callers_id_1138	sp|Q39M92|AZOR7_BURL3	33.766	77	43	1	28	96	34	110	8.07e-05	45.1	sp|Q39M92|AZOR7_BURL3 FMN-dependent NADH:quinone oxidoreductase 7 OS=Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383) OX=482957 GN=azoR7 PE=3 SV=1
00000791|gene_cluster_GC_00003288|genome_name_Reference|gene_callers_id_1138	sp|B7KYE7|AZOR_METC4	26.214	103	67	2	61	154	76	178	6.34e-04	42.4	sp|B7KYE7|AZOR_METC4 FMN-dependent NADH:quinone oxidoreductase OS=Methylorubrum extorquens (strain CM4 / NCIMB 13688) OX=440085 GN=azoR PE=3 SV=1
00000791|gene_cluster_GC_00003288|genome_name_Reference|gene_callers_id_1138	sp|A9W4C5|AZOR_METEP	25.243	103	68	2	61	154	76	178	0.001	42.0	sp|A9W4C5|AZOR_METEP FMN-dependent NADH:quinone oxidoreductase OS=Methylorubrum extorquens (strain PA1) OX=419610 GN=azoR PE=3 SV=1
00000792|gene_cluster_GC_00003404|genome_name_P3351_Finger_millet_BE|gene_callers_id_2280	sp|B2G9H4|HEM3_LIMRJ	60.197	304	121	0	1	304	1	304	3.14e-132	380	sp|B2G9H4|HEM3_LIMRJ Porphobilinogen deaminase OS=Limosilactobacillus reuteri subsp. reuteri (strain JCM 1112) OX=557433 GN=hemC PE=3 SV=1
00000792|gene_cluster_GC_00003404|genome_name_P3351_Finger_millet_BE|gene_callers_id_2280	sp|A5VM67|HEM3_LIMRD	60.197	304	121	0	1	304	1	304	3.14e-132	380	sp|A5VM67|HEM3_LIMRD Porphobilinogen deaminase OS=Limosilactobacillus reuteri (strain DSM 20016) OX=557436 GN=hemC PE=3 SV=1
00000792|gene_cluster_GC_00003404|genome_name_P3351_Finger_millet_BE|gene_callers_id_2280	sp|Q8Y6X5|HEM3_LISMO	47.541	305	157	2	1	303	1	304	1.41e-90	275	sp|Q8Y6X5|HEM3_LISMO Porphobilinogen deaminase OS=Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e) OX=169963 GN=hemC PE=3 SV=1
00000792|gene_cluster_GC_00003404|genome_name_P3351_Finger_millet_BE|gene_callers_id_2280	sp|Q92BF8|HEM3_LISIN	46.580	307	157	3	1	303	1	304	4.47e-90	273	sp|Q92BF8|HEM3_LISIN Porphobilinogen deaminase OS=Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) OX=272626 GN=hemC PE=3 SV=1
00000792|gene_cluster_GC_00003404|genome_name_P3351_Finger_millet_BE|gene_callers_id_2280	sp|B8DHJ2|HEM3_LISMH	47.315	298	150	3	1	294	1	295	1.22e-89	272	sp|B8DHJ2|HEM3_LISMH Porphobilinogen deaminase OS=Listeria monocytogenes serotype 4a (strain HCC23) OX=552536 GN=hemC PE=3 SV=1
00000793|gene_cluster_GC_00003438|genome_name_P2496_SD_IT|gene_callers_id_2243	sp|P55504|Y4JD_SINFN	29.423	520	314	15	8	497	10	506	4.84e-56	198	sp|P55504|Y4JD_SINFN Uncharacterized protein y4jD OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a03120 PE=3 SV=1
00000793|gene_cluster_GC_00003438|genome_name_P2496_SD_IT|gene_callers_id_2243	sp|P55630|Y4QI_SINFN	27.345	501	321	15	17	494	54	534	1.06e-36	145	sp|P55630|Y4QI_SINFN Uncharacterized protein y4qI OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a01890 PE=3 SV=1
00000793|gene_cluster_GC_00003438|genome_name_P2496_SD_IT|gene_callers_id_2243	sp|P50360|Y4HP_SINFN	26.282	468	301	13	55	495	92	542	2.88e-36	145	sp|P50360|Y4HP_SINFN Uncharacterized protein y4hP OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a03340 PE=3 SV=2
00000793|gene_cluster_GC_00003438|genome_name_P2496_SD_IT|gene_callers_id_2243	sp|P55364|Y4AQ_SINFN	28.148	135	91	4	10	141	5	136	1.09e-04	46.6	sp|P55364|Y4AQ_SINFN Uncharacterized protein y4aQ OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a00310 PE=3 SV=1
00000795|gene_cluster_GC_00004024|genome_name_P2796_Unknown_BE|gene_callers_id_2292	sp|Q57803|Y357_METJA	38.571	70	39	3	52	121	71	136	7.40e-05	43.1	sp|Q57803|Y357_METJA Uncharacterized protein MJ0357 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0357 PE=4 SV=1
00000798|gene_cluster_GC_00003816|genome_name_P2771_Cococa_Vietnam_BE|gene_callers_id_2363	sp|Q9RN27|Y6504_BACAN	22.148	298	192	12	15	290	3	282	8.52e-06	50.1	sp|Q9RN27|Y6504_BACAN Uncharacterized protein pXO2-05/BXB0004/GBAA_pXO2_0004 OS=Bacillus anthracis OX=1392 GN=pXO2-05 PE=4 SV=1
00000801|gene_cluster_GC_00003626|genome_name_Reference|gene_callers_id_1684	sp|P37783|RFBG_SHIFL	31.799	239	137	10	9	236	1	224	4.45e-15	77.4	sp|P37783|RFBG_SHIFL dTDP-rhamnosyl transferase RfbG OS=Shigella flexneri OX=623 GN=rfbG PE=3 SV=1
00000801|gene_cluster_GC_00003626|genome_name_Reference|gene_callers_id_1684	sp|P71054|EPSE_BACSU	33.333	132	79	3	4	134	6	129	1.30e-11	67.4	sp|P71054|EPSE_BACSU Putative glycosyltransferase EpsE OS=Bacillus subtilis (strain 168) OX=224308 GN=epsE PE=2 SV=2
00000801|gene_cluster_GC_00003626|genome_name_Reference|gene_callers_id_1684	sp|Q57287|Y1578_HAEIN	26.522	230	148	6	7	228	9	225	8.11e-10	62.4	sp|Q57287|Y1578_HAEIN Uncharacterized glycosyltransferase HI_1578 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1578 PE=3 SV=1
00000801|gene_cluster_GC_00003626|genome_name_Reference|gene_callers_id_1684	sp|Q57022|Y868_HAEIN	31.111	135	84	3	5	139	6	131	2.22e-09	60.5	sp|Q57022|Y868_HAEIN Uncharacterized glycosyltransferase HI_0868 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0868 PE=3 SV=1
00000801|gene_cluster_GC_00003626|genome_name_Reference|gene_callers_id_1684	sp|Q1RIM7|Y706_RICBR	26.136	176	117	4	3	176	291	455	4.11e-09	61.2	sp|Q1RIM7|Y706_RICBR Uncharacterized glycosyltransferase RBE_0706 OS=Rickettsia bellii (strain RML369-C) OX=336407 GN=RBE_0706 PE=3 SV=1
00000802|gene_cluster_GC_00003719|genome_name_P2694_LMG_BE|gene_callers_id_2117	sp|O34643|YVKB_BACSU	26.667	195	121	8	25	211	7	187	2.35e-10	60.8	sp|O34643|YVKB_BACSU Uncharacterized HTH-type transcriptional regulator YvkB OS=Bacillus subtilis (strain 168) OX=224308 GN=yvkB PE=4 SV=1
00000802|gene_cluster_GC_00003719|genome_name_P2694_LMG_BE|gene_callers_id_2117	sp|A0A0H3GJQ8|HTHTR_KLEPH	28.125	128	83	4	21	145	8	129	8.50e-06	48.1	sp|A0A0H3GJQ8|HTHTR_KLEPH Transcriptional regulator RamR OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=ramR PE=1 SV=1
00000802|gene_cluster_GC_00003719|genome_name_P2694_LMG_BE|gene_callers_id_2117	sp|P94548|FADR_BACSU	36.232	69	36	1	22	90	7	67	1.75e-04	44.3	sp|P94548|FADR_BACSU Fatty acid metabolism regulator protein OS=Bacillus subtilis (strain 168) OX=224308 GN=fadR PE=1 SV=1
00000802|gene_cluster_GC_00003719|genome_name_P2694_LMG_BE|gene_callers_id_2117	sp|O07001|YVDT_BACSU	27.966	118	79	2	20	137	6	117	1.80e-04	44.3	sp|O07001|YVDT_BACSU Uncharacterized HTH-type transcriptional regulator YvdT OS=Bacillus subtilis (strain 168) OX=224308 GN=yvdT PE=1 SV=1
00000802|gene_cluster_GC_00003719|genome_name_P2694_LMG_BE|gene_callers_id_2117	sp|P0ACT9|UIDR_SHIFL	35.294	51	33	0	23	73	13	63	0.004	40.4	sp|P0ACT9|UIDR_SHIFL HTH-type transcriptional regulator UidR OS=Shigella flexneri OX=623 GN=uidR PE=3 SV=1
00000805|gene_cluster_GC_00003336|genome_name_Reference|gene_callers_id_1538	sp|P45915|YQAS_BACSU	31.915	141	71	5	11	147	18	137	7.54e-10	61.2	sp|P45915|YQAS_BACSU Uncharacterized protein YqaS OS=Bacillus subtilis (strain 168) OX=224308 GN=yqaS PE=4 SV=2
00000805|gene_cluster_GC_00003336|genome_name_Reference|gene_callers_id_1538	sp|O31640|YJCR_BACSU	36.047	86	38	2	11	96	18	86	8.80e-07	51.2	sp|O31640|YJCR_BACSU Uncharacterized protein YjcR OS=Bacillus subtilis (strain 168) OX=224308 GN=yjcR PE=4 SV=1
00000806|gene_cluster_GC_00003929|genome_name_P2795_Unknown_BE|gene_callers_id_2239	sp|A7TQJ9|RRF2M_VANPO	42.000	50	28	1	9	58	707	755	0.009	35.8	sp|A7TQJ9|RRF2M_VANPO Ribosome-releasing factor 2, mitochondrial OS=Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) OX=436907 GN=MEF2 PE=3 SV=1
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q5QQ57|XYLT1_PANTR	20.066	304	194	12	5	282	318	598	9.45e-10	62.8	sp|Q5QQ57|XYLT1_PANTR Xylosyltransferase 1 OS=Pan troglodytes OX=9598 GN=XYLT1 PE=2 SV=1
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q86Y38|XYLT1_HUMAN	20.066	304	194	12	5	282	332	612	9.74e-10	62.8	sp|Q86Y38|XYLT1_HUMAN Xylosyltransferase 1 OS=Homo sapiens OX=9606 GN=XYLT1 PE=1 SV=1
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q9EPI0|XYLT2_RAT	19.737	304	194	13	3	279	235	515	1.28e-09	62.4	sp|Q9EPI0|XYLT2_RAT Xylosyltransferase 2 OS=Rattus norvegicus OX=10116 GN=Xylt2 PE=2 SV=1
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q5QQ56|XYLT1_CANLF	20.066	304	194	12	5	282	321	601	1.93e-09	62.0	sp|Q5QQ56|XYLT1_CANLF Xylosyltransferase 1 OS=Canis lupus familiaris OX=9615 GN=XYLT1 PE=2 SV=1
00000808|gene_cluster_GC_00004038|genome_name_P2933_Rye_SD_BE|gene_callers_id_2173	sp|Q9EPL0|XYLT2_MOUSE	19.737	304	194	13	3	279	235	515	3.84e-09	60.8	sp|Q9EPL0|XYLT2_MOUSE Xylosyltransferase 2 OS=Mus musculus OX=10090 GN=Xylt2 PE=2 SV=3
00000810|gene_cluster_GC_00003640|genome_name_P3351_Finger_millet_BE|gene_callers_id_2288	sp|Q05593|CBIL_SALTY	34.783	230	149	1	2	230	3	232	3.48e-48	161	sp|Q05593|CBIL_SALTY Cobalt-precorrin-2 C(20)-methyltransferase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=cbiL PE=1 SV=2
00000810|gene_cluster_GC_00003640|genome_name_P3351_Finger_millet_BE|gene_callers_id_2288	sp|P21639|COBI_SINSX	32.773	238	144	6	1	227	6	238	1.10e-26	106	sp|P21639|COBI_SINSX Precorrin-2 C(20)-methyltransferase OS=Sinorhizobium sp. OX=42445 GN=cobI PE=1 SV=2
00000810|gene_cluster_GC_00003640|genome_name_P3351_Finger_millet_BE|gene_callers_id_2288	sp|P9WGB3|COBIJ_MYCTU	29.675	246	155	6	4	237	7	246	1.35e-26	110	sp|P9WGB3|COBIJ_MYCTU Cobalamin biosynthesis protein CobIJ OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=cobIJ PE=1 SV=1
00000810|gene_cluster_GC_00003640|genome_name_P3351_Finger_millet_BE|gene_callers_id_2288	sp|P9WGB2|COBIJ_MYCTO	29.675	246	155	6	4	237	7	246	1.35e-26	110	sp|P9WGB2|COBIJ_MYCTO Cobalamin biosynthesis protein CobIJ OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=cobIJ PE=3 SV=1
